date,time,group,% 3 quarter ago,% 2 quarter ago,% 1 quarter ago,% current quarter,change in % in 3 qtrs,change in % in 1 qtr
2026-09-04,15:29,MIIL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MILKYMIST,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MINALIND,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MKEXIM,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MKPL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MLKFOOD,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MMWL,1.7e+308,1.7e+308,0.0009,0.001,1.7e+308,0.0001
2026-09-04,15:29,MNC,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MOALPHA50,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MOBANK10,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MOCAPITAL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MODEFENCE,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MOENERGY,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MOGOLD,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MOGSEC,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MOHEALTH,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MOHITE,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MOINFRA,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MOIPO,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MOLDTKPAC,19.8002,20.117,20.9478,21.8051,2.0049,0.8573
2026-09-04,15:29,MOLOWVOL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MOM100,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MOM30IETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MOM50,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MOMENTUM,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MOMENTUM30,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MOMENTUM50,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MOMETAL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MOMGF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MOMIDMTM,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MOMMIDCAP,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MOMNC,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MOMOMENTUM,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MON100,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MON50EQUAL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MONEXT50,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MONIFTY100,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MONIFTY500,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MONQ50,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MOOILGAS,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MOPSE,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MOQUALITY,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MOREALTY,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MOSERVICE,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MOSILVER,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MOSMALL250,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MOTOUR,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MOVALUE,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MPDL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MSCI360,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MSCIADD,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MSCIINDIA,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MSL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MSUMI,16.5993,17.1908,17.4381,17.871,1.2717,0.4329
2026-09-04,15:29,MUKESHB,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MULTICAP,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MVELECTRO,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,MYSORPETRO,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NAUKRI,21.6733,22.4906,24.0891,27.8164,6.1431,3.7273
2026-09-04,15:29,NAVINIFTY,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NELCAST,0.0077,0.1117,0.1134,0.1202,0.1125,0.0068
2026-09-04,15:29,NEPHROPLUS,1.7e+308,8.1002,8.6451,9.0454,1.7e+308,0.4003
2026-09-04,15:29,NETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NEULANDLAB,13.944,14.7095,15.8409,16.5141,2.5701,0.6732
2026-09-04,15:29,NEXT30ADD,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NEXT50,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NEXT50ADD,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NEXT50BETA,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NEXT50ETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NEXT50IETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NICCOPAR,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIF100BEES,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIF100IETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTY,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTY1,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTY100,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTY100ALPHA30,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTY100ENHESG,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTY100EQLWGT,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTY100ESG,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTY100ESGSECLDR,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTY100EW,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTY100LIQ15,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTY100LOWVOL30,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTY200,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTY200ALPHA30,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTY200MOMENTM30,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTY200QUALITY30,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTY200VALUE30,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTY500,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTY500EW,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTY500LMSEQL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTY500MOMENTM50,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTY500MULTICAP,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTY500SHARIAH,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTY500VALUE50,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTY50ADD,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTY50DIVPOINT,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTY50EQLWGT,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTY50PR1XINV,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTY50PR2XLEV,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTY50SHARIAH,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTY50TR1XINV,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTY50TR2XLEV,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTY50VALUE20,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTY50VALUE30,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYADD,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYALPHA50,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYALPHALOWVOL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYAQL30,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYAQLV30,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYAUTO,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYAXIS,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYBEES,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYBETA,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYBETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYCAPITALMKT,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYCASE,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYCHEMICALS,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYCOMMODITIES,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYCONSUMPTION,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYCONSURDURBL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYCOREHOUSING,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYCORPMAATR,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYCPSE,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYDIVOPPS50,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYEES,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYEV,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYFINSEREXBNK,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYFINSERVICE,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYFINSRV2550,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYFMCG,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYGROWSECT15,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYGS10YR,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYGS10YRCLN,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYGS1115YR,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYGS15YRPLUS,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYGS48YR,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYGS813YR,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYGSCOMPSITE,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYHEALTHCARE,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYHIGHBETA50,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYHOUSING,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYIETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYINDDEFENCE,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYINDDIGITAL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYINDIAMFG,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYINDTOURISM,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYIPO,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYJBLK,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYLARGEMID250,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYLOWVOL50,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYM150MOMNTM50,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYM150QLTY50,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYMEDIA,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYMETAL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYMICROCAP250,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYMIDCAP150,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYMIDCAP50,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYMIDLIQ15,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYMIDSELECT,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYMIDSMALLCAP400,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYMIDSMLHLTH,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYMOBILITY,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYMS400MQ100,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYMSFINSERV,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYMSINDCONS,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYMSITTELCM,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYMULTIINFRA,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYMULTIMFG,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYMULTIMQ50,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYNEWCONSUMP,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYNONCYCCONS,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYOILANDGAS,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYPSUBANK,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYPVTBANK,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYQLITY,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYQLTYLV30,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYRURAL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYSERVSECTOR,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYSHARIAH25,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYSMALLCAP250,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYSMALLCAP50,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYSML250MQ100,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYSML250Q50,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYTATA25CAP,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYTOP10EW,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYTOP15EW,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYTOP20EW,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYTOTALMKT,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIFTYTRANSLOGIS,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NIITMTS,23.745,24.28,24.4674,25.3908,1.6458,0.9234
2026-09-04,15:29,NITTAGELA,1.7e+308,1.7e+308,0.9244,0.9499,1.7e+308,0.0255
2026-09-04,15:29,NPBET,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NTCIND,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NV20,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NV20BEES,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,NV20IETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,ODYCORP,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,OIL,29.0934,29.3021,29.3081,30.005,0.9116,0.6969
2026-09-04,15:29,OILIETF,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,ONEGLOBAL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,ONESOURCE,18.4896,18.8091,20.6128,23.3863,4.8967,2.7735
2026-09-04,15:29,ONIXSOLAR,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,OPTIFIN,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,ORIRAIL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,PACIFICI,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,PAGEIND,29.2386,31.4918,33.2152,33.6427,4.4041,0.4275
2026-09-04,15:29,PANACEABIO,1.8071,1.8517,1.9659,2.2545,0.4474,0.2886
2026-09-04,15:29,PANCHMAHQ,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,PANORAMA,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,PARNAXLAB,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,PAYTM,19.9502,20.32,23.076,24.8703,4.9201,1.7943
2026-09-04,15:29,PBMPOLY,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,PENIND,1.9772,2.1746,5.2814,5.8974,3.9202,0.616
2026-09-04,15:29,PERMAGN,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,PGEL,18.0974,18.8293,22.6606,23.8858,5.7884,1.2252
2026-09-04,15:29,PGIL,14.0162,16.7657,18.7989,19.1651,5.1489,0.3662
2026-09-04,15:29,PHARMABEES,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,PHOENIXLTD,12.7256,15.2684,16.1499,17.3892,4.6636,1.2393
2026-09-04,15:29,PHOENXINTL,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,PIIND,29.3505,30.3996,31.0819,31.6412,2.2907,0.5593
2026-09-04,15:29,PIRAMALFIN,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308
2026-09-04,15:29,PIXTRANS,0.6723,1.5519,2.5032,2.6911,2.0188,0.1879
