Date,Up 4.5%+ today,Down 4.5%+ today,Up 20%+ in 5d,Down 20%+ in 5d,Above 20dma,Below 20dma,Above 50dma,Below 50dma,Above 200dma,Below 200dma
2026-07-15,80,28,24,1,1244,1006,1389,861,1290,961
2026-07-14,52,38,17,2,1185,1064,1357,893,1270,981
2026-07-13,130,16,14,2,1401,850,1490,762,1302,951
2026-07-10,135,10,12,2,1347,902,1446,803,1279,971
2026-07-09,181,8,10,2,1051,1199,1277,973,1208,1043
2026-07-08,32,167,8,1,753,1495,1116,1132,1138,1111
2026-07-07,36,70,13,1,1262,986,1415,833,1281,968
2026-07-06,100,38,18,3,1400,848,1503,745,1318,931
2026-07-03,80,40,18,2,1446,797,1527,716,1311,933
2026-07-02,135,20,15,1,1475,769,1512,732,1287,958
2026-07-01,109,32,15,2,1323,916,1410,830,1230,1010
2026-06-30,110,21,9,3,1251,988,1362,878,1209,1031
2026-06-29,75,72,12,3,1136,1105,1331,911,1184,1058
2026-06-25,52,66,14,2,1315,924,1444,796,1216,1024
2026-06-24,82,37,16,1,1486,752,1510,729,1268,971
2026-06-23,57,59,25,0,1504,735,1503,737,1237,1003
2026-06-22,175,20,40,0,1693,546,1625,616,1305,936
2026-06-19,136,19,43,0,1606,634,1560,681,1230,1011
2026-06-18,121,16,56,0,1632,605,1554,684,1212,1026
2026-06-17,122,21,27,1,1583,654,1511,727,1194,1044
2026-06-16,113,20,12,0,1548,690,1468,771,1159,1080
2026-06-15,210,10,23,2,1487,746,1405,830,1140,1095
2026-06-12,344,8,11,2,1132,1100,1155,1078,1059,1174
2026-06-11,39,84,10,6,638,1594,851,1383,904,1330
2026-06-10,49,104,17,4,771,1459,963,1269,964,1268
2026-06-09,199,25,21,3,946,1285,1128,1105,1023,1210
2026-06-08,49,166,21,4,709,1522,908,1325,948,1285
2026-06-05,102,47,30,4,1000,1230,1182,1050,1039,1193
2026-06-04,135,26,32,4,1021,1211,1167,1067,1034,1200
2026-06-03,79,53,34,5,921,1309,1160,1072,1008,1224
2026-06-02,141,32,31,4,999,1230,1208,1023,1028,1203
2026-06-01,93,172,36,3,882,1349,1141,1091,986,1247
2026-05-29,118,143,38,0,1129,1102,1287,945,1042,1190
2026-05-27,152,46,49,0,1378,853,1424,808,1112,1120
2026-05-26,118,43,46,0,1374,856,1417,814,1091,1140
2026-05-25,189,35,46,1,1395,837,1438,794,1081,1151
2026-05-22,83,45,23,1,1103,1127,1265,965,1000,1230
2026-05-21,132,26,23,1,1068,1161,1256,973,992,1237
2026-05-20,97,29,17,6,965,1265,1194,1036,955,1275
2026-05-19,142,28,12,6,902,1327,1184,1046,938,1292
2026-05-18,65,154,7,14,714,1517,1071,1160,880,1351
2026-05-15,67,94,7,11,940,1290,1289,941,962,1268
2026-05-14,80,48,5,6,1080,1148,1342,886,1000,1228
2026-05-13,139,55,17,2,1028,1200,1344,884,988,1240
2026-05-12,34,503,15,2,909,1320,1306,923,944,1285
2026-05-11,75,141,37,3,1548,683,1658,573,1159,1072
2026-05-08,123,48,66,0,1874,353,1848,379,1254,973
2026-05-07,221,11,40,1,1967,261,1905,323,1249,979
2026-05-06,202,22,29,2,1915,313,1831,397,1169,1059
2026-05-05,110,40,23,3,1659,568,1629,598,1087,1140
2026-05-04,202,38,30,2,1738,492,1664,566,1063,1167
2026-04-30,56,51,13,1,1655,573,1585,643,1014,1214
2026-04-29,86,35,17,1,1767,461,1670,558,1025,1203
2026-04-28,91,32,22,1,1776,452,1664,564,1020,1208
2026-04-27,249,17,21,1,1920,310,1727,503,1023,1207
2026-04-24,42,104,24,4,1698,528,1554,672,921,1305
2026-04-23,99,43,35,3,1944,284,1758,470,1009,1219
2026-04-22,132,26,32,3,2031,195,1865,361,1044,1182
2026-04-21,116,21,46,3,2032,132,1821,343,974,1190
2026-04-20,78,52,50,2,2033,128,1775,386,914,1247
2026-04-17,184,8,78,0,2071,79,1847,303,941,1209
2026-04-16,135,13,59,0,2034,117,1735,416,850,1301
2026-04-15,373,7,124,0,2037,113,1659,491,807,1343
2026-04-13,103,32,87,0,1872,280,1271,881,670,1482
2026-04-10,237,7,121,0,1943,205,1347,801,666,1482
2026-04-09,92,26,101,0,1811,340,1013,1138,572,1579
2026-04-08,891,13,399,0,1893,256,1025,1124,561,1588
2026-04-07,120,9,57,1,1088,1062,532,1618,434,1716
2026-04-06,214,9,23,1,941,1208,464,1685,421,1728
2026-04-02,181,23,15,2,642,1504,375,1771,379,1767
2026-04-01,1138,6,10,2,485,1659,334,1810,384,1760
2026-03-30,29,744,4,34,201,1944,215,1930,314,1831
2026-03-27,33,631,7,9,292,1849,256,1885,363,1778
2026-03-25,216,16,6,5,487,1654,331,1810,395,1746
2026-03-24,298,25,8,6,274,1866,249,1891,351,1789
2026-03-23,7,968,6,2,148,1992,170,1970,298,1842
2026-03-20,98,24,15,2,372,1766,325,1813,398,1740
2026-03-19,17,300,7,1,266,1871,251,1886,377,1760
2026-03-18,326,5,8,1,501,1636,389,1748,448,1689
2026-03-17,92,15,7,6,259,1878,297,1840,403,1734
2026-03-16,41,116,7,4,191,1947,251,1887,379,1759
2026-03-13,20,379,8,6,217,1918,290,1845,383,1752
2026-03-12,61,46,11,5,430,1703,417,1716,449,1684
2026-03-11,80,52,10,5,437,1697,424,1710,466,1668
2026-03-10,279,14,10,5,440,1693,436,1698,477,1657
2026-03-09,26,283,6,12,272,1861,331,1803,412,1722
2026-03-06,64,41,4,6,389,1741,450,1681,498,1633
2026-03-05,105,21,9,1,396,1731,463,1665,506,1622
2026-03-04,49,262,7,2,288,1839,398,1730,464,1664
2026-03-02,61,254,5,4,441,1685,488,1639,560,1567
2026-02-27,40,58,8,1,681,1442,676,1448,664,1460
2026-02-26,68,20,9,5,823,1300,753,1371,698,1426
2026-02-25,52,39,5,3,774,1347,736,1386,691,1431
2026-02-24,21,94,9,2,697,1424,670,1452,681,1441
2026-02-23,63,45,6,1,858,1265,782,1342,712,1412
2026-02-20,49,29,9,2,829,1291,771,1350,702,1419
2026-02-19,37,51,9,4,798,1320,754,1365,701,1418
2026-02-18,72,16,6,5,1088,1028,919,1198,766,1351
2026-02-17,113,18,9,3,1020,1096,858,1259,743,1374
2026-02-16,55,100,12,3,912,1202,767,1348,718,1397
2026-02-13,34,163,21,0,940,1172,778,1335,713,1400
2026-02-12,61,101,26,1,1284,828,1007,1106,779,1333
2026-02-11,91,67,14,2,1468,643,1098,1014,807,1305
2026-02-10,134,37,32,1,1551,558,1135,975,808,1302
2026-02-09,391,18,51,1,1493,620,1055,1059,796,1318
2026-02-06,58,78,28,3,1103,1008,758,1354,677,1435
2026-02-05,53,93,33,6,1144,966,775,1336,684,1427
2026-02-04,236,53,44,18,1331,780,833,1279,719,1393
2026-02-03,523,12,27,18,1128,984,737,1375,698,1414
2026-02-02,76,72,16,19,451,1662,370,1743,528,1585
2026-02-01,56,236,8,3,424,1688,355,1757,488,1624
2026-01-30,167,98,13,5,658,1452,489,1621,596,1514
2026-01-29,137,57,22,5,527,1583,426,1684,565,1545
2026-01-28,351,19,11,6,533,1576,421,1688,551,1558
2026-01-27,96,76,4,12,303,1810,316,1797,479,1634
2026-01-23,56,210,2,7,270,1838,291,1817,473,1635
2026-01-22,181,55,2,5,356,1753,365,1744,539,1570
2026-01-21,56,143,20,2,227,1881,286,1822,482,1626
2026-01-20,29,372,24,1,250,1857,310,1797,515,1592
2026-01-19,41,90,28,1,447,1662,468,1641,619,1490
2026-01-16,69,31,26,2,523,1580,526,1577,668,1435
2026-01-14,80,20,6,1,514,1589,543,1560,680,1423
2026-01-13,67,19,4,2,480,1623,515,1588,665,1438
2026-01-12,63,72,5,4,419,1688,498,1609,661,1446
2026-01-09,16,100,3,4,423,1678,530,1571,677,1424
2026-01-08,13,138,6,4,657,1445,690,1412,762,1340
2026-01-07,68,18,13,3,1045,1057,904,1198,846,1256
2026-01-06,42,28,15,1,1007,1094,866,1235,832,1269
2026-01-05,64,39,14,1,1129,975,929,1175,860,1244
2026-01-02,98,11,11,1,1299,800,946,1153,860,1239
2026-01-01,63,17,9,2,1061,1039,820,1280,806,1294
2025-12-31,85,17,8,2,1035,1063,801,1297,804,1294
2025-12-30,56,31,10,1,764,1331,681,1414,755,1340
2025-12-29,43,45,14,0,747,1352,710,1389,758,1341
2025-12-26,65,18,20,0,920,1177,759,1338,786,1311
2025-12-24,59,14,15,0,1068,1027,796,1299,805,1290
2025-12-23,66,17,10,2,1112,983,798,1297,810,1285
2025-12-22,113,16,9,1,997,1100,740,1357,795,1302
2025-12-19,92,17,10,0,694,1397,632,1459,753,1338
2025-12-18,41,30,12,0,485,1606,528,1563,709,1382
2025-12-17,32,52,12,0,489,1601,558,1532,717,1373
2025-12-16,36,31,14,0,613,1477,608,1482,750,1340
2025-12-15,79,19,16,1,737,1351,665,1423,771,1317
2025-12-12,97,11,8,3,685,1399,642,1443,754,1331
2025-12-11,74,15,5,5,502,1582,554,1530,721,1364
2025-12-10,56,27,9,3,386,1694,472,1608,703,1378
2025-12-09,128,14,2,3,419,1660,506,1573,706,1374
2025-12-08,18,236,4,3,314,1766,455,1625,679,1402
2025-12-05,30,37,4,3,528,1549,608,1469,775,1303
2025-12-04,30,27,3,4,523,1553,628,1448,780,1297
2025-12-03,17,38,1,3,527,1549,628,1448,799,1278
2025-12-02,28,32,5,2,641,1435,699,1377,820,1257
2025-12-01,65,35,6,2,718,1361,730,1350,848,1232
2025-11-28,56,19,2,2,742,1329,749,1323,849,1223
2025-11-27,53,19,2,3,726,1343,737,1333,843,1227
2025-11-26,80,12,2,2,727,1341,739,1330,855,1214
2025-11-25,68,12,3,3,538,1528,624,1444,802,1266
2025-11-24,34,132,4,6,506,1565,609,1463,783,1289
2025-11-21,29,34,4,4,595,1469,679,1387,839,1227
2025-11-20,38,23,8,4,749,1314,804,1260,876,1188
2025-11-19,38,39,6,3,772,1289,808,1254,897,1165
2025-11-18,37,31,11,3,762,1297,820,1240,897,1163
2025-11-17,95,46,10,2,928,1136,897,1168,943,1122
2025-11-14,75,43,11,2,859,1196,862,1194,915,1141
2025-11-13,70,47,12,3,841,1211,855,1198,943,1110
2025-11-12,102,30,9,3,875,1176,889,1163,953,1099
2025-11-11,66,53,8,8,734,1318,798,1255,911,1142
2025-11-10,83,89,11,7,735,1320,802,1254,914,1142
2025-11-07,73,37,12,2,657,1392,793,1256,912,1137
2025-11-06,44,144,13,2,600,1448,794,1254,902,1146
2025-11-04,40,28,16,0,867,1180,954,1093,1000,1047
2025-11-03,100,34,19,0,1077,975,1064,988,1044,1008
2025-10-31,44,30,11,0,964,1080,995,1049,1015,1029
2025-10-30,51,24,10,1,1111,933,1075,969,1042,1002
2025-10-29,87,24,11,0,1144,899,1077,966,1055,988
2025-10-28,63,28,12,1,983,1064,976,1071,1012,1035
2025-10-27,78,34,18,1,1007,1046,990,1063,1033,1020
2025-10-24,47,23,16,2,965,1081,952,1094,997,1049
2025-10-23,78,45,18,2,1045,1001,992,1054,1019,1027
2025-10-21,54,1,21,0,1094,949,1005,1038,1025,1018
2025-10-20,93,38,12,2,917,1135,894,1158,984,1068
2025-10-17,42,40,9,1,830,1214,842,1202,950,1094
2025-10-16,74,32,12,2,916,1124,900,1140,981,1059
2025-10-15,86,28,11,2,814,1226,857,1183,948,1092
2025-10-14,39,64,22,3,661,1376,766,1271,911,1126
2025-10-13,57,37,13,4,840,1202,888,1154,973,1069
2025-10-10,82,25,16,3,983,1051,956,1078,1010,1024
2025-10-09,90,37,27,5,886,1151,906,1131,987,1050
2025-10-08,73,26,25,2,802,1232,859,1175,972,1062
2025-10-07,58,33,21,1,886,1146,915,1117,989,1043
2025-10-06,80,34,17,1,920,1114,931,1103,994,1040
2025-10-03,123,12,11,1,896,1131,912,1115,1006,1022
2025-10-01,122,8,11,1,674,1349,774,1249,953,1071
2025-09-30,39,29,8,2,476,1541,610,1407,873,1145
2025-09-29,63,60,15,3,449,1572,618,1403,870,1152
2025-09-26,14,109,17,1,443,1568,607,1404,877,1135
2025-09-25,35,32,20,1,730,1280,874,1136,998,1013
2025-09-24,50,28,18,2,922,1087,1036,973,1058,952
2025-09-23,65,25,20,2,1089,919,1138,870,1100,909
2025-09-22,80,38,25,2,1195,819,1188,827,1141,874
2025-09-19,67,19,20,1,1371,635,1278,730,1163,845
2025-09-18,52,20,20,1,1423,583,1286,721,1156,851
2025-09-17,71,19,24,0,1436,567,1280,724,1153,851
2025-09-16,78,12,18,0,1370,632,1222,781,1128,875
2025-09-15,85,18,15,0,1294,713,1111,897,1079,929
2025-09-12,54,12,18,0,1196,808,1061,944,1046,959
2025-09-11,54,20,25,0,1201,803,1048,957,1032,973
2025-09-10,91,17,18,0,1185,819,1036,969,1033,972
2025-09-09,67,28,24,0,1004,999,898,1106,977,1027
2025-09-08,128,18,31,1,993,1014,883,1125,983,1025
2025-09-05,86,13,25,1,891,1112,846,1158,944,1060
2025-09-04,51,27,18,2,928,1074,844,1159,963,1040
2025-09-03,111,11,15,0,1030,969,896,1104,974,1026
2025-09-02,117,22,10,0,859,1139,776,1225,935,1066
2025-09-01,125,16,11,1,720,1282,698,1305,898,1105
2025-08-29,49,21,8,1,511,1486,570,1428,813,1185
2025-08-28,27,59,6,1,519,1478,583,1415,831,1167
2025-08-26,27,59,11,2,619,1372,676,1316,893,1099
2025-08-25,70,34,23,0,924,1071,873,1123,986,1010
2025-08-22,50,15,22,0,901,1089,879,1112,969,1022
2025-08-21,60,18,20,0,1005,986,944,1048,988,1004
2025-08-20,104,8,20,1,987,1002,933,1057,984,1006
2025-08-19,126,15,19,1,936,1052,887,1102,979,1010
2025-08-18,149,30,17,1,769,1222,794,1198,934,1058
2025-08-14,47,72,14,3,533,1452,630,1355,866,1120
2025-08-13,109,45,10,5,584,1399,668,1315,899,1085
2025-08-12,76,49,5,5,490,1493,605,1379,870,1114
2025-08-11,85,60,5,3,430,1553,589,1395,857,1127
2025-08-08,48,70,7,4,361,1623,535,1449,828,1156
2025-08-07,52,55,5,5,432,1552,622,1362,909,1075
2025-08-06,38,73,6,5,450,1532,631,1351,922,1060
2025-08-05,44,40,7,5,559,1421,716,1264,980,1000
2025-08-04,91,49,11,4,565,1416,763,1218,1004,977
2025-08-01,31,116,8,0,436,1542,695,1283,960,1018
2025-07-31,51,47,8,1,565,1409,845,1129,1056,918
2025-07-30,88,31,8,1,665,1306,958,1013,1089,882
2025-07-29,111,18,8,1,596,1375,928,1042,1080,891
2025-07-28,35,113,8,4,478,1496,783,1191,1024,950
2025-07-25,22,85,7,2,610,1359,981,989,1113,857
2025-07-24,46,33,10,1,933,1036,1272,697,1240,728
2025-07-23,47,27,13,1,1053,915,1323,645,1257,711
2025-07-22,52,19,16,1,1010,957,1340,628,1257,711
2025-07-21,65,29,14,2,1108,862,1396,574,1267,703
2025-07-18,47,17,13,0,1139,827,1440,526,1281,685
2025-07-17,63,13,14,0,1296,668,1520,444,1307,657
2025-07-16,89,10,11,0,1311,653,1524,440,1296,668
2025-07-15,100,7,8,0,1235,729,1465,499,1262,702
2025-07-14,69,19,14,1,980,986,1333,633,1188,778
2025-07-11,39,14,6,0,969,994,1368,595,1183,780
2025-07-10,66,9,10,1,1188,772,1473,487,1237,723
2025-07-09,71,8,8,1,1218,740,1476,483,1225,734
2025-07-08,51,17,11,1,1194,766,1463,497,1223,737
2025-07-07,62,28,16,1,1244,718,1490,472,1236,726
2025-07-04,67,15,15,1,1345,615,1541,419,1247,713
2025-07-03,71,13,19,1,1324,634,1508,450,1229,729
2025-07-02,54,20,18,1,1309,646,1498,457,1201,754
2025-07-01,73,22,26,0,1405,546,1527,424,1215,736
2025-06-30,111,16,27,0,1440,512,1535,417,1227,725
2025-06-27,81,12,22,0,1385,563,1496,452,1206,742
2025-06-26,60,11,20,0,1323,626,1475,474,1179,770
2025-06-25,150,6,8,0,1325,623,1475,473,1174,774
2025-06-24,95,13,3,1,1016,933,1315,633,1080,870
2025-06-23,68,20,4,2,805,1146,1167,784,1032,920
2025-06-20,72,13,6,2,802,1145,1199,748,1016,932
2025-06-19,13,81,4,1,575,1371,1090,856,975,972
2025-06-18,38,21,4,1,914,1031,1325,620,1092,854
2025-06-17,45,37,6,1,993,952,1378,567,1124,822
2025-06-16,72,16,9,1,1216,732,1479,469,1169,780
2025-06-13,36,21,16,1,1164,780,1490,454,1143,802
2025-06-12,36,47,18,0,1392,551,1559,384,1199,745
2025-06-11,105,19,23,0,1607,334,1668,273,1270,672
2025-06-10,98,10,28,1,1604,337,1649,292,1255,687
2025-06-09,153,9,23,0,1593,351,1632,312,1233,712
2025-06-06,108,18,21,0,1460,482,1541,401,1156,787
2025-06-05,114,4,15,0,1420,522,1478,464,1110,833
2025-06-04,95,19,12,0,1342,599,1459,482,1078,864
2025-06-03,67,22,16,0,1287,652,1446,493,1055,885
2025-06-02,122,47,25,0,1392,548,1477,463,1053,888
2025-05-30,90,57,27,0,1408,528,1484,452,1049,888
2025-05-29,100,43,33,0,1473,462,1504,431,1088,848
2025-05-28,100,29,24,0,1508,426,1517,417,1065,870
2025-05-27,77,25,27,0,1550,383,1544,390,1074,860
2025-05-26,114,36,19,0,1591,346,1577,361,1054,884
2025-05-23,82,29,23,1,1597,334,1570,362,1034,898
2025-05-22,71,34,27,1,1579,353,1538,395,995,938
2025-05-21,82,33,31,1,1636,295,1568,364,1002,930
2025-05-20,56,72,53,1,1609,322,1547,385,967,965
2025-05-19,175,27,78,0,1728,207,1651,285,1032,904
2025-05-16,187,23,152,0,1714,216,1605,326,978,953
2025-05-15,147,25,83,0,1671,260,1515,417,915,1017
2025-05-14,198,10,43,1,1659,271,1450,481,846,1085
2025-05-13,156,17,33,1,1553,377,1269,662,762,1169
2025-05-12,946,8,14,1,1426,507,1143,791,720,1214
2025-05-09,44,40,8,3,534,1397,639,1293,509,1423
2025-05-08,46,37,5,2,622,1309,672,1259,522,1408
2025-05-07,85,21,4,3,771,1160,789,1142,570,1361
2025-05-06,12,305,5,1,659,1271,691,1239,521,1409
2025-05-05,128,21,11,1,1046,886,919,1013,633,1299
2025-05-02,38,27,6,3,800,1131,809,1122,589,1342
2025-04-30,16,101,7,4,850,1079,816,1113,594,1335
2025-04-29,52,24,10,1,1210,719,1032,897,652,1277
2025-04-28,63,37,18,1,1255,677,1056,876,663,1269
2025-04-25,18,354,17,0,1269,659,1026,902,644,1284
2025-04-24,83,25,30,1,1713,216,1385,544,760,1169
2025-04-23,93,15,42,0,1733,197,1367,563,767,1163
2025-04-22,125,13,71,0,1733,197,1359,571,751,1179
2025-04-21,179,9,104,0,1723,208,1276,655,725,1206
2025-04-17,85,9,43,0,1597,331,1093,835,643,1285
2025-04-16,147,12,69,0,1595,333,1029,899,605,1323
2025-04-15,436,5,15,0,1469,459,887,1041,555,1373
2025-04-11,306,2,4,2,897,1029,568,1358,438,1488
2025-04-09,36,87,5,17,497,1427,389,1535,353,1571
2025-04-08,253,11,5,7,554,1371,431,1494,368,1557
2025-04-07,6,807,13,15,292,1633,289,1636,295,1630
2025-04-04,26,457,21,7,775,1148,548,1375,437,1486
2025-04-03,192,18,29,2,1381,543,862,1062,541,1383
2025-04-02,149,10,11,1,1228,694,737,1185,494,1428
2025-04-01,291,31,7,3,1038,886,637,1287,437,1487
2025-03-28,53,57,8,2,880,1039,617,1302,468,1451
2025-03-27,120,82,12,3,970,949,631,1288,482,1437
2025-03-26,24,176,18,3,937,981,583,1335,445,1473
2025-03-25,39,209,43,0,1159,758,676,1240,481,1436
2025-03-24,170,14,132,1,1455,460,808,1107,531,1385
2025-03-21,231,12,58,0,1376,539,692,1224,465,1451
2025-03-20,133,19,23,1,1135,779,561,1354,400,1515
2025-03-19,340,7,17,2,1040,872,472,1441,355,1558
2025-03-18,311,19,11,2,702,1210,325,1587,304,1609
2025-03-17,56,124,4,12,400,1512,236,1677,260,1653
2025-03-13,34,56,4,5,349,1559,222,1687,256,1653
2025-03-12,35,68,9,3,378,1530,227,1682,264,1645
2025-03-11,43,117,22,2,405,1504,228,1682,277,1633
