date,time,breakouts,breakdowns,up close %,down close %,new 52-wk high,new 52-wk low,net nh-nl,15% 52wh,15% 52wl,net 15% h-l,30% 52wh,30% 52 wl,net 30% h-l
2026-08-18,00:00,15.7717,8.7104,41.2869,33.4951,3.5095,1.2262,2.2833,26.5962,19.0275,7.5687,54.5032,39.8732,14.63
2026-08-19,00:00,14.1226,9.9789,35.9281,37.2881,2.6638,1.8182,0.8457,26.6385,18.9852,7.6533,54.4186,40.3805,14.0381
2026-08-20,00:00,18.5859,6.6046,39.4077,34.6154,3.2599,1.1431,2.1169,27.265,18.9246,8.3404,54.8264,39.0347,15.7917
2026-08-21,00:00,16.2151,6.7739,41.2533,26.25,2.6672,0.7197,1.9475,27.7307,18.7553,8.9754,55.6308,39.1194,16.5114
2026-08-24,00:00,18.9713,9.317,38.4444,32.1267,3.3727,1.2226,2.1501,27.5295,18.887,8.6425,55.3963,39.2074,16.1889
2026-08-25,00:00,12.5422,9.5017,34.6801,32.4444,2.3649,1.2669,1.098,27.7027,18.9189,8.7838,55.4899,38.6824,16.8074
2026-08-26,00:00,17.2428,6.113,43.0318,27.5862,2.7825,0.8432,1.9393,27.7825,18.6762,9.1062,55.86,38.5329,17.3272
2026-08-27,00:00,11.1064,10.1351,34.2205,40.4167,2.4916,1.098,1.3936,27.2804,19.8057,7.4747,55.1943,39.1047,16.0895
2026-08-28,00:00,17.2574,6.2025,44.0098,29.932,3.2911,1.097,2.1941,28.3966,19.4093,8.9873,55.7806,38.9451,16.8354
2026-08-31,00:00,14.9958,14.5324,39.8876,36.8116,3.7489,2.6116,1.1373,27.2536,20.6824,6.5712,54.5072,39.5114,14.9958
2026-09-01,00:00,13.2155,13.5943,32.8025,34.6749,3.1145,1.8939,1.2205,26.8939,21.2542,5.6397,54.4613,40.2778,14.1835
2026-09-02,00:00,12.1735,10.4044,42.2145,21.0526,2.3589,2.4853,-0.1264,26.3269,21.8197,4.5072,54.1702,40.8593,13.3109
2026-09-03,00:00,19.7728,5.1325,39.3617,34.4262,3.4497,1.22,2.2297,27.9764,20.9928,6.9836,54.6487,40.4291,14.2196
2026-09-04,00:00,18.587,7.1489,43.8914,31.7647,3.6585,1.0513,2.6072,28.1749,20.4373,7.7376,54.878,40.0757,14.8024
2026-09-07,00:00,17.8616,9.7275,40.3756,39.6552,4.2767,1.6352,2.6415,28.6373,20.587,8.0503,54.5493,40.5031,14.0461
2026-09-08,00:00,15.0231,8.9803,44.6927,35.0467,3.7768,1.4268,2.35,28.2417,21.7793,6.4624,54.0915,40.3693,13.7222
2026-09-09,00:00,13.8177,10.4158,44.6809,37.9032,3.3599,2.478,0.882,27.5514,21.7556,5.7959,53.6749,41.2012,12.4738
2026-09-10,00:00,15.0547,10.1766,40.5028,35.124,2.7334,2.6072,0.1262,27.0816,21.8251,5.2565,53.8267,41.4214,12.4054
2026-09-11,00:00,11.0504,14.4958,40.3042,24.058,1.8487,3.8235,-1.9748,26.3025,22.6471,3.6555,53.2773,41.6387,11.6387
2026-09-15,00:00,14.2379,36.6415,19.7059,64.1143,2.2613,4.3551,-2.0938,21.273,26.6332,-5.3601,51.1725,45.2261,5.9464
2026-09-16,00:00,13.3193,23.9916,35.9621,23.1173,0.9664,5.2101,-4.2437,20.8824,26.5546,-5.6723,51.0084,45.2941,5.7143
2026-09-17,00:00,21.5818,7.5726,37.037,31.1111,1.4304,2.1876,-0.7573,22.8439,25.1157,-2.2718,51.7038,44.2575,7.4464
2026-09-18,00:00,24.0336,6.7647,44.7552,27.9503,2.8151,2.0588,0.7563,24.6218,23.6555,0.9664,53.0672,42.7311,10.3361
