"Date","Symbol","% 3 qtr ago","% 2 qtr ago","% 1 qtr ago","% current qtr","Change in 3 qtrs"
"4th Sep'26 3:29:00","IMFA",58.69,58.69,58.69,58.69,0
"4th Sep'26 3:29:00","SHAHALLOYS",53.75,53.75,53.75,53.75,0
"4th Sep'26 3:29:00","ADANIPOWER",74.96,74.96,74.96,74.96,0
"4th Sep'26 3:29:00","DEN",74.9,74.9,74.9,74.9,0
"4th Sep'26 3:29:00","HATHWAY",75,75,75,75,0
"4th Sep'26 3:29:00","AROGRANITE",41.08,41.08,41.08,41.08,0
"4th Sep'26 3:29:00","TARAPUR",21.95,21.95,21.95,21.95,0
"4th Sep'26 3:29:00","EMAMIPAP",74.97,74.97,74.97,74.97,0
"4th Sep'26 3:29:00","GANECOS",39.33,39.33,39.33,39.33,0
"4th Sep'26 3:29:00","GREENPOWER",24.38,24.38,24.38,24.38,0
"4th Sep'26 3:29:00","PIONEEREMB",32.71,32.71,32.71,32.71,0
"4th Sep'26 3:29:00","RPPINFRA",39.18,39.18,39.18,39.18,0
"4th Sep'26 3:29:00","PRICOLLTD",38.51,38.51,38.51,38.51,0
"4th Sep'26 3:29:00","SUMMITSEC",74.65,74.65,74.65,74.65,0
"4th Sep'26 3:29:00","PFS",64.99,64.99,64.99,64.99,0
"4th Sep'26 3:29:00","FCONSUMER",3.49,3.49,3.49,3.49,0
"4th Sep'26 3:29:00","KEEPLEARN",55.42,55.42,55.42,55.42,0
"4th Sep'26 3:29:00","STARPAPER",44.93,44.93,44.93,44.93,0
"4th Sep'26 3:29:00","VISHNU",69.21,69.21,69.21,69.21,0
"4th Sep'26 3:29:00","3PLAND",73.3,73.3,73.3,73.3,0
"4th Sep'26 3:29:00","BROOKS",52.62,52.62,52.62,52.62,0
"4th Sep'26 3:29:00","RHETAN",62.12,62.12,62.12,62.12,0
"4th Sep'26 3:29:00","SAATVIKGL",75.99,75.99,75.99,75.99,0
"4th Sep'26 3:29:00","SETUINFRA",27.42,27.42,27.42,27.42,0
"4th Sep'26 3:29:00","FLEXITUFF",32.24,32.24,32.24,32.24,0
"4th Sep'26 3:29:00","ESSARSHPNG",73.75,73.75,73.75,73.75,0
"4th Sep'26 3:29:00","SIGMA",73.22,73.22,73.22,73.22,0
"4th Sep'26 3:29:00","HEMIPROP",51.12,51.12,51.12,51.12,0
"4th Sep'26 3:29:00","SUBROS",36.79,36.79,36.79,36.79,0
"4th Sep'26 3:29:00","HARSHA",75,75,75,75,0
"4th Sep'26 3:29:00","NBCC",61.75,61.75,61.75,61.75,0
"4th Sep'26 3:29:00","TBZ",74.12,74.12,74.12,74.12,0
"4th Sep'26 3:29:00","TRUALT",70.55,70.55,70.55,70.55,0
"4th Sep'26 3:29:00","IGARASHI",75,75,75,75,0
"4th Sep'26 3:29:00","EMIL",65.17,65.17,65.17,65.17,0
"4th Sep'26 3:29:00","DCXINDIA",52.16,52.16,52.16,52.16,0
"4th Sep'26 3:29:00","RAILTEL",72.84,72.84,72.84,72.84,0
"4th Sep'26 3:29:00","HERANBA",74.94,74.94,74.94,74.94,0
"4th Sep'26 3:29:00","WILLAMAGOR",62.01,62.01,62.01,62.01,0
"4th Sep'26 3:29:00","TVSHLTD",74.45,74.45,74.45,74.45,0
"4th Sep'26 3:29:00","NATHBIOGEN",45.6,45.6,45.6,45.6,0
"4th Sep'26 3:29:00","ETERNAL",0,0,0,0,0
"4th Sep'26 3:29:00","RNBDENIMS",57.39,57.39,57.39,57.39,0
"4th Sep'26 3:29:00","EXXARO",42.07,42.07,42.07,42.07,0
"4th Sep'26 3:29:00","SURYALAXMI",60.93,60.93,60.93,60.93,0
"4th Sep'26 3:29:00","MARKOLINES",55,55,55,55,0
"4th Sep'26 3:29:00","SHANTIGEAR",70.47,70.47,70.47,70.47,0
"4th Sep'26 3:29:00","NSLNISP",60.79,60.79,60.79,60.79,0
"4th Sep'26 3:29:00","DOLPHIN",74.99,74.99,74.99,74.99,0
"4th Sep'26 3:29:00","GVT&D",51,51,51,51,0
"4th Sep'26 3:29:00","SHARDACROP",74.82,74.82,74.82,74.82,0
"4th Sep'26 3:29:00","FINOPB",75,75,75,75,0
"4th Sep'26 3:29:00","GSLSU",73.25,73.25,73.25,73.25,0
"4th Sep'26 3:29:00","KOKUYOCMLN",74.99,74.99,74.99,74.99,0
"4th Sep'26 3:29:00","BHARATSE",74.66,74.66,74.66,74.66,0
"4th Sep'26 3:29:00","BALMLAWRIE",0,0,0,0,0
"4th Sep'26 3:29:00","RHL",65.63,65.63,65.63,65.63,0
"4th Sep'26 3:29:00","3MINDIA",75,75,75,75,0
"4th Sep'26 3:29:00","SUPRIYA",68.3,68.3,68.3,68.3,0
"4th Sep'26 3:29:00","ITI",90.02,90.02,90.02,90.02,0
"4th Sep'26 3:29:00","NFL",74.71,74.71,74.71,74.71,0
"4th Sep'26 3:29:00","EIMCOELECO",48.96,48.96,48.96,48.96,0
"4th Sep'26 3:29:00","DVL",75,75,75,75,0
"4th Sep'26 3:29:00","VHLTD",84.11,84.11,84.11,84.11,0
"4th Sep'26 3:29:00","MENONBE",68.44,68.44,68.44,68.44,0
"4th Sep'26 3:29:00","GREENLAM",50.98,50.98,50.98,50.98,0
"4th Sep'26 3:29:00","ORTEL",55.43,55.43,55.43,55.43,0
"4th Sep'26 3:29:00","JOCIL",55.02,55.02,55.02,55.02,0
"4th Sep'26 3:29:00","KOPRAN",44.42,44.42,44.42,44.42,0
"4th Sep'26 3:29:00","GROBTEA",74.99,74.99,74.99,74.99,0
"4th Sep'26 3:29:00","SEYAIND",64.5,64.5,64.5,64.5,0
"4th Sep'26 3:29:00","LFIC",47,47,47,47,0
"4th Sep'26 3:29:00","APOLSINHOT",64.68,64.68,64.68,64.68,0
"4th Sep'26 3:29:00","MARKSANS",43.87,43.87,43.87,43.87,0
"4th Sep'26 3:29:00","KIOCL",99.03,99.03,99.03,99.03,0
"4th Sep'26 3:29:00","KILITCH",63.77,63.77,63.77,63.77,0
"4th Sep'26 3:29:00","SHIVALIK",47.37,47.37,47.37,47.37,0
"4th Sep'26 3:29:00","PODDARMENT",62.43,62.43,62.43,62.43,0
"4th Sep'26 3:29:00","PYRAMID",74.94,74.94,74.94,74.94,0
"4th Sep'26 3:29:00","GTPL",75,75,75,75,0
"4th Sep'26 3:29:00","STEELCITY",74.7,74.7,74.7,74.7,0
"4th Sep'26 3:29:00","EMSLIMITED",69.7,69.7,69.7,69.7,0
"4th Sep'26 3:29:00","LAXMICOT",58.63,58.63,58.63,58.63,0
"4th Sep'26 3:29:00","HECPROJECT",74.93,74.93,74.93,74.93,0
"4th Sep'26 3:29:00","GVPTECH",74.8,74.8,74.8,74.8,0
"4th Sep'26 3:29:00","DCAL",59.32,59.32,59.32,59.32,0
"4th Sep'26 3:29:00","VALIANTLAB",74.94,74.94,74.94,74.94,0
"4th Sep'26 3:29:00","PANSARI",73.88,73.88,73.88,73.88,0
"4th Sep'26 3:29:00","NITIRAJ",69.07,69.07,69.07,69.07,0
"4th Sep'26 3:29:00","BELLACASA",58.34,58.34,58.34,58.34,0
"4th Sep'26 3:29:00","GENCON",40.3,40.3,40.3,40.3,0
"4th Sep'26 3:29:00","CELLO",75,75,75,75,0
"4th Sep'26 3:29:00","CCHHL",73.8,73.8,73.8,73.8,0
"4th Sep'26 3:29:00","ACEINTEG",73.53,73.53,73.53,73.53,0
"4th Sep'26 3:29:00","FLAIR",78.59,78.59,78.59,78.59,0
"4th Sep'26 3:29:00","ARENTERP",63.66,63.66,63.66,63.66,0
"4th Sep'26 3:29:00","BALAXI",65.99,65.99,65.99,65.99,0
"4th Sep'26 3:29:00","UNIVAFOODS",0,0,0,0,0
"4th Sep'26 3:29:00","SEAMECLTD",72.72,72.72,72.72,72.72,0
"4th Sep'26 3:29:00","NIACL",85.44,85.44,85.44,85.44,0
"4th Sep'26 3:29:00","INNOVACAP",50.9,50.9,50.9,50.9,0
"4th Sep'26 3:29:00","DYCL",68.18,68.18,68.18,68.18,0
"4th Sep'26 3:29:00","JYOTICNC",62.55,62.55,62.55,62.55,0
"4th Sep'26 3:29:00","JUBLPHARMA",47.68,47.68,47.68,47.68,0
"4th Sep'26 3:29:00","SKIL",52.8,52.8,52.8,52.8,0
"4th Sep'26 3:29:00","ASTRON",25.37,25.37,25.37,25.37,0
"4th Sep'26 3:29:00","SANGHVIMOV",47.25,47.25,47.25,47.25,0
"4th Sep'26 3:29:00","ASHOKAMET",53.65,53.65,53.65,53.65,0
"4th Sep'26 3:29:00","MEDICO",61.38,61.38,61.38,61.38,0
"4th Sep'26 3:29:00","ARVEE",73.5,73.5,73.5,73.5,0
"4th Sep'26 3:29:00","SHIVAMILLS",74.94,74.94,74.94,74.94,0
"4th Sep'26 3:29:00","DBL",63.14,63.14,63.14,63.14,0
"4th Sep'26 3:29:00","DHARAN",0.832,0.832,0.832,0.832,0
"4th Sep'26 3:29:00","TVVISION",32.2,32.2,32.2,32.2,0
"4th Sep'26 3:29:00","CLSEL",74.05,74.05,74.05,74.05,0
"4th Sep'26 3:29:00","KAPSTON",72.87,72.87,72.87,72.87,0
"4th Sep'26 3:29:00","RADHIKAJWE",57.68,57.68,57.68,57.68,0
"4th Sep'26 3:29:00","GPTHEALTH",65.57,65.57,65.57,65.57,0
"4th Sep'26 3:29:00","AAKASH",66.54,66.54,66.54,66.54,0
"4th Sep'26 3:29:00","MUKKA",73.33,73.33,73.33,73.33,0
"4th Sep'26 3:29:00","AKSHAR",0.275,0.275,0.275,0.275,0
"4th Sep'26 3:29:00","ARE&M",32.86,32.86,32.86,32.86,0
"4th Sep'26 3:29:00","ANSALAPI",48.77,48.77,48.77,48.77,0
"4th Sep'26 3:29:00","JISLDVREQS",30.37,30.37,30.37,30.37,0
"4th Sep'26 3:29:00","AMRUTANJAN",46.52,46.52,46.52,46.52,0
"4th Sep'26 3:29:00","BHARATRAS",74.99,74.99,74.99,74.99,0
"4th Sep'26 3:29:00","PRITI",64.6,64.6,64.6,64.6,0
"4th Sep'26 3:29:00","BANARISUG",58.7,58.7,58.7,58.7,0
"4th Sep'26 3:29:00","FINEORG",75,75,75,75,0
"4th Sep'26 3:29:00","BEL",51.14,51.14,51.14,51.14,0
"4th Sep'26 3:29:00","BILVYAPAR",51.28,51.28,51.28,51.28,0
"4th Sep'26 3:29:00","RAJRILTD",94.13,94.13,94.13,94.13,0
"4th Sep'26 3:29:00","CESC",52.11,52.11,52.11,52.11,0
"4th Sep'26 3:29:00","RADAAN",51.42,51.42,51.42,51.42,0
"4th Sep'26 3:29:00","DICIND",71.75,71.75,71.75,71.75,0
"4th Sep'26 3:29:00","LAMBODHARA",73.17,73.17,73.17,73.17,0
"4th Sep'26 3:29:00","DALMIASUG",74.91,74.91,74.91,74.91,0
"4th Sep'26 3:29:00","HINDPETRO",54.9,54.9,54.9,54.9,0
"4th Sep'26 3:29:00","CHENNPETRO",67.29,67.29,67.29,67.29,0
"4th Sep'26 3:29:00","TITAN",52.9,52.9,52.9,52.9,0
"4th Sep'26 3:29:00","PGHL",51.82,51.82,51.82,51.82,0
"4th Sep'26 3:29:00","RAJMET",31.61,31.61,31.61,31.61,0
"4th Sep'26 3:29:00","GRSE",74.5,74.5,74.5,74.5,0
"4th Sep'26 3:29:00","UFLEX",44.58,44.58,44.58,44.58,0
"4th Sep'26 3:29:00","GODFRYPHLP",72.58,72.58,72.58,72.58,0
"4th Sep'26 3:29:00","GOODYEAR",74,74,74,74,0
"4th Sep'26 3:29:00","IRISDOREME",61.17,61.17,61.17,61.17,0
"4th Sep'26 3:29:00","GLFL",45.67,45.67,45.67,45.67,0
"4th Sep'26 3:29:00","IOC",51.5,51.5,51.5,51.5,0
"4th Sep'26 3:29:00","SRD",73.61,73.61,73.61,73.61,0
"4th Sep'26 3:29:00","INGERRAND",75,75,75,75,0
"4th Sep'26 3:29:00","ALANKIT",54.15,54.15,54.15,54.15,0
"4th Sep'26 3:29:00","OMINFRAL",67.05,67.05,67.05,67.05,0
"4th Sep'26 3:29:00","LMW",30.8,30.8,30.8,30.8,0
"4th Sep'26 3:29:00","HEIDELBERG",69.39,69.39,69.39,69.39,0
"4th Sep'26 3:29:00","ONGC",58.89,58.89,58.89,58.89,0
"4th Sep'26 3:29:00","OSWALAGRO",51.88,51.88,51.88,51.88,0
"4th Sep'26 3:29:00","PILITA",50.09,50.09,50.09,50.09,0
"4th Sep'26 3:29:00","PRSMJOHNSN",74.87,74.87,74.87,74.87,0
"4th Sep'26 3:29:00","RSWM",55.69,55.69,55.69,55.69,0
"4th Sep'26 3:29:00","SHREECEM",62.55,62.55,62.55,62.55,0
"4th Sep'26 3:29:00","SUNFLAG",51.16,51.16,51.16,51.16,0
"4th Sep'26 3:29:00","ACC",56.69,56.69,56.69,56.69,0
"4th Sep'26 3:29:00","AKUMS",75.26,75.26,75.26,75.26,0
"4th Sep'26 3:29:00","FIRSTCRY",0,0,0,0,0
"4th Sep'26 3:29:00","PANACEABIO",72.48,72.48,72.48,72.48,0
"4th Sep'26 3:29:00","PASUPTAC",65.87,65.87,65.87,65.87,0
"4th Sep'26 3:29:00","ESCORTS",68.04,68.04,68.04,68.04,0
"4th Sep'26 3:29:00","INTERARCH",59.43,59.43,59.43,59.43,0
"4th Sep'26 3:29:00","NOVARTIND",70.68,70.68,70.68,70.68,0
"4th Sep'26 3:29:00","RITCO",62.68,62.68,62.68,62.68,0
"4th Sep'26 3:29:00","GSFC",37.84,37.84,37.84,37.84,0
"4th Sep'26 3:29:00","EIHOTEL",32.85,32.85,32.85,32.85,0
"4th Sep'26 3:29:00","RVNL",72.84,72.84,72.84,72.84,0
"4th Sep'26 3:29:00","TCIFINANCE",24.72,24.72,24.72,24.72,0
"4th Sep'26 3:29:00","TATAINVEST",73.38,73.38,73.38,73.38,0
"4th Sep'26 3:29:00","CORALFINAC",74.96,74.96,74.96,74.96,0
"4th Sep'26 3:29:00","ANDHRAPAP",72.45,72.45,72.45,72.45,0
"4th Sep'26 3:29:00","COUNCODOS",53.86,53.86,53.86,53.86,0
"4th Sep'26 3:29:00","KESORAMIND",43.34,43.34,43.34,43.34,0
"4th Sep'26 3:29:00","SWSOLAR",45.72,45.72,45.72,45.72,0
"4th Sep'26 3:29:00","FLUOROCHEM",61.39,61.39,61.39,61.39,0
"4th Sep'26 3:29:00","SIYSIL",67.44,67.44,67.44,67.44,0
"4th Sep'26 3:29:00","PRECOT",61.51,61.51,61.51,61.51,0
"4th Sep'26 3:29:00","NIPPOBATRY",65.35,65.35,65.35,65.35,0
"4th Sep'26 3:29:00","AFCONS",50.17,50.17,50.17,50.17,0
"4th Sep'26 3:29:00","SUMICHEM",75,75,75,75,0
"4th Sep'26 3:29:00","SWIGGY",0,0,0,0,0
"4th Sep'26 3:29:00","SETCO",59.25,59.25,59.25,59.25,0
"4th Sep'26 3:29:00","SMLMAH",58.97,58.97,58.97,58.97,0
"4th Sep'26 3:29:00","AMBIKCO",50.35,50.35,50.35,50.35,0
"4th Sep'26 3:29:00","SEMAC",62.85,62.85,62.85,62.85,0
"4th Sep'26 3:29:00","DOLATALGO",74.49,74.49,74.49,74.49,0
"4th Sep'26 3:29:00","ZEEL",3.99,3.99,3.99,3.99,0
"4th Sep'26 3:29:00","SVPGLOB",52.75,52.75,52.75,52.75,0
"4th Sep'26 3:29:00","SBGLP",73.39,73.39,73.39,73.39,0
"4th Sep'26 3:29:00","FMGOETZE",74.98,74.98,74.98,74.98,0
"4th Sep'26 3:29:00","BANKBARODA",63.97,63.97,63.97,63.97,0
"4th Sep'26 3:29:00","KENNAMET",75,75,75,75,0
"4th Sep'26 3:29:00","LAKPRE",62.85,62.85,62.85,62.85,0
"4th Sep'26 3:29:00","MAMATA",62.45,62.45,62.45,62.45,0
"4th Sep'26 3:29:00","MAZDOCK",81.22,81.22,81.22,81.22,0
"4th Sep'26 3:29:00","GMDCLTD",74,74,74,74,0
"4th Sep'26 3:29:00","LIKHITHA",70.25,70.25,70.25,70.25,0
"4th Sep'26 3:29:00","VIVIDHA",5.63,5.63,5.63,5.63,0
"4th Sep'26 3:29:00","ALEMBICLTD",70.88,70.88,70.88,70.88,0
"4th Sep'26 3:29:00","SOUTHBANK",0,0,0,0,0
"4th Sep'26 3:29:00","NATIONALUM",51.28,51.28,51.28,51.28,0
"4th Sep'26 3:29:00","DMCC",53.84,53.84,53.84,53.84,0
"4th Sep'26 3:29:00","KOTHARIPET",72.22,72.22,72.22,72.22,0
"4th Sep'26 3:29:00","SHREERAMA",61.57,61.57,61.57,61.57,0
"4th Sep'26 3:29:00","SUBEXLTD",0,0,0,0,0
"4th Sep'26 3:29:00","PNBGILTS",74.07,74.07,74.07,74.07,0
"4th Sep'26 3:29:00","AJAXENGG",80,80,80,80,0
"4th Sep'26 3:29:00","RANASUG",22.64,22.64,22.64,22.64,0
"4th Sep'26 3:29:00","BAJAJINDEF",69.61,69.61,69.61,69.61,0
"4th Sep'26 3:29:00","CALSOFT",62.26,62.26,62.26,62.26,0
"4th Sep'26 3:29:00","UMESLTD",39.06,39.06,39.06,39.06,0
"4th Sep'26 3:29:00","CERA",54.41,54.41,54.41,54.41,0
"4th Sep'26 3:29:00","COMPINFO",42.65,42.65,42.65,42.65,0
"4th Sep'26 3:29:00","PNB",70.08,70.08,70.08,70.08,0
"4th Sep'26 3:29:00","CANBK",62.93,62.93,62.93,62.93,0
"4th Sep'26 3:29:00","ASTRAMICRO",6.54,6.54,6.54,6.54,0
"4th Sep'26 3:29:00","HYBRIDFIN",64.02,64.02,64.02,64.02,0
"4th Sep'26 3:29:00","IGL",45,45,45,45,0
"4th Sep'26 3:29:00","PETRONET",50,50,50,50,0
"4th Sep'26 3:29:00","AUSOMENT",73.7,73.7,73.7,73.7,0
"4th Sep'26 3:29:00","TCS",71.77,71.77,71.77,71.77,0
"4th Sep'26 3:29:00","IMPEXFERRO",69.1,69.1,69.1,69.1,0
"4th Sep'26 3:29:00","PTL",69.82,69.82,69.82,69.82,0
"4th Sep'26 3:29:00","JPPOWER",24,24,24,24,0
"4th Sep'26 3:29:00","ALLDIGI",73.39,73.39,73.39,73.39,0
"4th Sep'26 3:29:00","CEMPRO",67.46,67.46,67.46,67.46,0
"4th Sep'26 3:29:00","BIRLANU",40.57,40.57,40.57,40.57,0
"4th Sep'26 3:29:00","YESBANK",0,0,0,0,0
"4th Sep'26 3:29:00","KTKBANK",0,0,0,0,0
"4th Sep'26 3:29:00","THELEELA",75.91,75.91,75.91,75.91,0
"4th Sep'26 3:29:00","BASML",49.55,49.55,49.55,49.55,0
"4th Sep'26 3:29:00","GVKPIL",54.25,54.25,54.25,54.25,0
"4th Sep'26 3:29:00","IVC",50.42,50.42,50.42,50.42,0
"4th Sep'26 3:29:00","SAKUMA",46.29,46.29,46.29,46.29,0
"4th Sep'26 3:29:00","SGL",65.76,65.76,65.76,65.76,0
"4th Sep'26 3:29:00","VAKRANGEE",40.05,40.05,40.05,40.05,0
"4th Sep'26 3:29:00","IGCL",69.05,69.05,69.05,69.05,0
"4th Sep'26 3:29:00","VOLTAMP",30,30,30,30,0
"4th Sep'26 3:29:00","DCMFINSERV",39.5,39.5,39.5,39.5,0
"4th Sep'26 3:29:00","SAMBHAAV",62.93,62.93,62.93,62.93,0
"4th Sep'26 3:29:00","SHIVAMAUTO",69.52,69.52,69.52,69.52,0
"4th Sep'26 3:29:00","RUCHIRA",68.67,68.67,68.67,68.67,0
"4th Sep'26 3:29:00","TANLA",46.17,46.17,46.17,46.17,0
"4th Sep'26 3:29:00","LUMAXTECH",55.98,55.98,55.98,55.98,0
"4th Sep'26 3:29:00","REDINGTON",0,0,0,0,0
"4th Sep'26 3:29:00","FSL",53.66,53.66,53.66,53.66,0
"4th Sep'26 3:29:00","MUTHOOTCAP",63.33,63.33,63.33,63.33,0
"4th Sep'26 3:29:00","TGBHOTELS",31.23,31.23,31.23,31.23,0
"4th Sep'26 3:29:00","INSECTICID",72.3,72.3,72.3,72.3,0
"4th Sep'26 3:29:00","PURVA",75,75,75,75,0
"4th Sep'26 3:29:00","NAGREEKCAP",53.53,53.53,53.53,53.53,0
"4th Sep'26 3:29:00","HARIOMPIPE",57.26,57.26,57.26,57.26,0
"4th Sep'26 3:29:00","LLOYDSENT",62.72,62.72,62.72,62.72,0
"4th Sep'26 3:29:00","KAUSHALYA",51.42,51.42,51.42,51.42,0
"4th Sep'26 3:29:00","STCINDIA",90,90,90,90,0
"4th Sep'26 3:29:00","KNRCON",48.81,48.81,48.81,48.81,0
"4th Sep'26 3:29:00","DELHIVERY",0,0,0,0,0
"4th Sep'26 3:29:00","GANDHITUBE",73.53,73.53,73.53,73.53,0
"4th Sep'26 3:29:00","RPGLIFE",72.95,72.95,72.95,72.95,0
"4th Sep'26 3:29:00","MMTC",89.93,89.93,89.93,89.93,0
"4th Sep'26 3:29:00","ZFCVINDIA",60,60,60,60,0
"4th Sep'26 3:29:00","TPHQ",26.48,26.48,26.48,26.48,0
"4th Sep'26 3:29:00","OIL",56.66,56.66,56.66,56.66,0
"4th Sep'26 3:29:00","MODIS",63.79,63.79,63.79,63.79,0
"4th Sep'26 3:29:00","MWL",66.5,66.5,66.5,66.5,0
"4th Sep'26 3:29:00","ROSSELLIND",74.8,74.8,74.8,74.8,0
"4th Sep'26 3:29:00","LOYALTEX",73.5,73.5,73.5,73.5,0
"4th Sep'26 3:29:00","PATELRMART",70,70,70,70,0
"4th Sep'26 3:29:00","KRITINUT",66.68,66.68,66.68,66.68,0
"4th Sep'26 3:29:00","AHLEAST",65.63,65.63,65.63,65.63,0
"4th Sep'26 3:29:00","GPPL",44.01,44.01,44.01,44.01,0
"4th Sep'26 3:29:00","SUMEETINDS",89.83,89.83,89.83,89.83,0
"4th Sep'26 3:29:00","OBEROIRLTY",67.7,67.7,67.7,67.7,0
"4th Sep'26 3:29:00","DDEVPLSTIK",75,75,75,75,0
"4th Sep'26 3:29:00","PSB",93.85,93.85,93.85,93.85,0
"4th Sep'26 3:29:00","KICL",74.97,74.97,74.97,74.97,0
"4th Sep'26 3:29:00","DHUNINV",74.95,74.95,74.95,74.95,0
"4th Sep'26 3:29:00","MURUDCERA",73.94,73.94,73.94,73.94,0
"4th Sep'26 3:29:00","KARMAENG",74.7,74.7,74.7,74.7,0
"4th Sep'26 3:29:00","RUPA",73.28,73.28,73.28,73.28,0
"4th Sep'26 3:29:00","DREAMFOLKS",65.72,65.72,65.72,65.72,0
"4th Sep'26 3:29:00","GKENERGY",79.2,79.2,79.2,79.2,0
"4th Sep'26 3:29:00","VASWANI",62.06,62.06,62.06,62.06,0
"4th Sep'26 3:29:00","STYL",81.8,81.8,81.8,81.8,0
"4th Sep'26 3:29:00","LUMAXIND",75,75,75,75,0
"4th Sep'26 3:29:00","SCHNEIDER",75,75,75,75,0
"4th Sep'26 3:29:00","MTEDUCARE",59.12,59.12,59.12,59.12,0
"4th Sep'26 3:29:00","SYMPHONY",73.43,73.43,73.43,73.43,0
"4th Sep'26 3:29:00","TARC",65.12,65.12,65.12,65.12,0
"4th Sep'26 3:29:00","BUTTERFLY",75,75,75,75,0
"4th Sep'26 3:29:00","FABTECH",68.94,68.94,68.94,68.94,0
"4th Sep'26 3:29:00","RSSOFTWARE",40.88,40.88,40.88,40.88,0
"4th Sep'26 3:29:00","CARERATING",0,0,0,0,0
"4th Sep'26 3:29:00","KEI",35,35,35,35,0
"4th Sep'26 3:29:00","PAVNAIND",61.49,61.49,61.49,61.49,0
"4th Sep'26 3:29:00","LGEINDIA",85,85,85,85,0
"4th Sep'26 3:29:00","REPCOHOME",37.13,37.13,37.13,37.13,0
"4th Sep'26 3:29:00","KAYNES",53.46,53.46,53.46,53.46,0
"4th Sep'26 3:29:00","TASTYBITE",74.23,74.23,74.23,74.23,0
"4th Sep'26 3:29:00","NAHARINDUS",71.24,71.24,71.24,71.24,0
"4th Sep'26 3:29:00","ADFFOODS",36.13,36.13,36.13,36.13,0
"4th Sep'26 3:29:00","SANWARIA",12.42,12.42,12.42,12.42,0
"4th Sep'26 3:29:00","SHYAMMETL",74.59,74.59,74.59,74.59,0
"4th Sep'26 3:29:00","DODLA",58.92,58.92,58.92,58.92,0
"4th Sep'26 3:29:00","JTEKTINDIA",74.98,74.98,74.98,74.98,0
"4th Sep'26 3:29:00","AGRITECH",30.9,30.9,30.9,30.9,0
"4th Sep'26 3:29:00","IPL",63.65,63.65,63.65,63.65,0
"4th Sep'26 3:29:00","RATNAMANI",59.77,59.77,59.77,59.77,0
"4th Sep'26 3:29:00","EUROTEXIND",70.99,70.99,70.99,70.99,0
"4th Sep'26 3:29:00","ALOKINDS",75,75,75,75,0
"4th Sep'26 3:29:00","NUVOCO",72.02,72.02,72.02,72.02,0
"4th Sep'26 3:29:00","INCREDIBLE",74.96,74.96,74.96,74.96,0
"4th Sep'26 3:29:00","ELGIEQUIP",31.19,31.19,31.19,31.19,0
"4th Sep'26 3:29:00","YUKEN",58.04,58.04,58.04,58.04,0
"4th Sep'26 3:29:00","HLEGLAS",65.64,65.64,65.64,65.64,0
"4th Sep'26 3:29:00","WEIZMANIND",68.34,68.34,68.34,68.34,0
"4th Sep'26 3:29:00","EIHAHOTELS",75,75,75,75,0
"4th Sep'26 3:29:00","PEARLPOLY",55.58,55.58,55.58,55.58,0
"4th Sep'26 3:29:00","BLAL",54.03,54.03,54.03,54.03,0
"4th Sep'26 3:29:00","SUPERHOUSE",54.88,54.88,54.88,54.88,0
"4th Sep'26 3:29:00","DCMSHRIRAM",66.52,66.52,66.52,66.52,0
"4th Sep'26 3:29:00","NILKAMAL",64.54,64.54,64.54,64.54,0
"4th Sep'26 3:29:00","SHRIRAMPPS",27.89,27.89,27.89,27.89,0
"4th Sep'26 3:29:00","DATAPATTNS",42.41,42.41,42.41,42.41,0
"4th Sep'26 3:29:00","MONTECARLO",73.17,73.17,73.17,73.17,0
"4th Sep'26 3:29:00","TNTELE",63.63,63.65,63.63,63.63,0
"4th Sep'26 3:29:00","HPAL",71.35,71.35,71.35,71.35,0
"4th Sep'26 3:29:00","LINDEINDIA",75,75,75,75,0
