"Date","Symbol","% 3 qtrs ago","% 2 qtr ago","% 1 qtr ago","% current qtr","Change in 3 qtrs"
"4th Sep'26 3:29:00","SHRENIK",3.76,74.62,74.62,75.47,71.71
"4th Sep'26 3:29:00","IRB",16.58,16.27,52.13,51.96,35.38
"4th Sep'26 3:29:00","DHARAN",44.65,56.59,60.67,71.61,26.97
"4th Sep'26 3:29:00","ONELIFECAP",47.9,47.9,73.97,73.97,26.07
"4th Sep'26 3:29:00","DEVIT",32.69,32.69,32.69,57.74,25.05
"4th Sep'26 3:29:00","ALLCARGO",25.58,45.9,47.89,49.07,23.49
"4th Sep'26 3:29:00","GENSOL",35.25,35.12,35.34,57.76,22.51
"4th Sep'26 3:29:00","VPRPL",35.66,40.54,50.8,57.64,21.98
"4th Sep'26 3:29:00","RBA",22.25,34.34,32.22,41.63,19.38
"4th Sep'26 3:29:00","FILATFASH",75.16,74.84,80.42,94.1,18.94
"4th Sep'26 3:29:00","STALLION",31.23,34.01,46.38,49.85,18.63
"4th Sep'26 3:29:00","PINELABS",0,11.48,11.36,18.59,18.59
"4th Sep'26 3:29:00","AQYLON",1.27,40.07,10.15,18.42,17.14
"4th Sep'26 3:29:00","KAYNES",12.08,20.84,24.03,28.84,16.76
"4th Sep'26 3:29:00","SEPC",57.51,58.32,66.47,73.38,15.87
"4th Sep'26 3:29:00","OSIAHYPER",49.91,52.37,53.25,65.68,15.77
"4th Sep'26 3:29:00","UEL",10.02,25.03,25.03,25.03,15.02
"4th Sep'26 3:29:00","ACL",9.26,9.25,24.25,24.25,14.99
"4th Sep'26 3:29:00","MANGALAM",49.48,64.22,64.02,64.15,14.66
"4th Sep'26 3:29:00","STANLEY",17.43,18.78,23.9,31.89,14.46
"4th Sep'26 3:29:00","DELPHIFX",22.68,36.59,37.09,37.11,14.42
"4th Sep'26 3:29:00","SILGO",44.62,46.92,59.55,58.97,14.34
"4th Sep'26 3:29:00","VIJIFIN",45.26,45.96,51.04,59.49,14.22
"4th Sep'26 3:29:00","RAMASTEEL",48.48,54.88,54.59,62.64,14.15
"4th Sep'26 3:29:00","CMICABLES",61.59,67.94,75.59,75.59,14.01
"4th Sep'26 3:29:00","FCONSUMER",83,86.07,96.51,96.51,13.51
"4th Sep'26 3:29:00","SICALLOG",10.04,10.04,23.28,23.25,13.2
"4th Sep'26 3:29:00","ONIDA",45.96,58.93,58.94,58.89,12.93
"4th Sep'26 3:29:00","GOCOLORS",3.6,6.88,12.95,15.17,11.57
"4th Sep'26 3:29:00","FABTECH",17.52,29.04,28.6,28.58,11.06
"4th Sep'26 3:29:00","ZEEL",56.26,59.12,59.2,67.27,11.01
"4th Sep'26 3:29:00","INTENTECH",77.66,79.97,88.43,88.45,10.79
"4th Sep'26 3:29:00","VINDHYATEL",35.4,45.96,46.13,46.02,10.62
"4th Sep'26 3:29:00","UTKARSHBNK",22.31,32.77,33.28,32.88,10.58
"4th Sep'26 3:29:00","HIMATSEIDE",44.28,44.34,45.42,54.67,10.39
"4th Sep'26 3:29:00","JSFB",35.64,35.04,39.7,45.98,10.34
"4th Sep'26 3:29:00","AEQUS",2.62,10.74,11.14,12.92,10.31
"4th Sep'26 3:29:00","AUTOIND",43.43,43.39,53.28,53.65,10.22
"4th Sep'26 3:29:00","PAISALO",29.46,29.67,33.06,39.66,10.21
"4th Sep'26 3:29:00","ITCHOTELS",14.25,22.72,23.91,24.34,10.09
"4th Sep'26 3:29:00","MOBIKWIK",53.28,55.09,54.76,62.98,9.7
"4th Sep'26 3:29:00","OILCOUNTUB",38.65,48.28,48.31,48.32,9.67
"4th Sep'26 3:29:00","ZAGGLE",38.52,40.48,44.36,47.95,9.43
"4th Sep'26 3:29:00","VINEETLAB",84.11,87.54,93.66,93.52,9.41
"4th Sep'26 3:29:00","ASMS",23.43,28.74,30.61,32.47,9.04
"4th Sep'26 3:29:00","VIKRAN",27.87,33.73,35.79,36.72,8.84
"4th Sep'26 3:29:00","VIPIND",25.9,32.13,32.36,34.47,8.56
"4th Sep'26 3:29:00","GATECHDVR",91.27,99.77,99.77,99.77,8.5
"4th Sep'26 3:29:00","CARTRADE",21.54,25.44,27.79,29.99,8.45
"4th Sep'26 3:29:00","BORANA",21.9,28.52,27.03,30.32,8.43
"4th Sep'26 3:29:00","OSWALPUMPS",10.58,12.69,16.88,18.78,8.21
"4th Sep'26 3:29:00","KALAMANDIR",23.95,29.36,29.93,32.15,8.2
"4th Sep'26 3:29:00","URBANCO",6.08,8.38,14.47,14.25,8.17
"4th Sep'26 3:29:00","ARSSBL",17.85,21.73,24.1,25.99,8.14
"4th Sep'26 3:29:00","ABFRL",26.68,27.12,31.23,34.81,8.13
"4th Sep'26 3:29:00","EPACKPEB",23.14,19.16,20.92,31.11,7.97
"4th Sep'26 3:29:00","TARIL",18.43,24.39,25.5,26.26,7.83
"4th Sep'26 3:29:00","SULA",49.45,54.95,55.76,57.2,7.75
"4th Sep'26 3:29:00","ARIS",49.54,51.06,51.91,57.27,7.74
"4th Sep'26 3:29:00","ONEPOINT",32.15,37.85,37.85,39.72,7.57
"4th Sep'26 3:29:00","MBEL",11.35,15.06,16.88,18.89,7.54
"4th Sep'26 3:29:00","MUFIN",31.43,34.8,40.81,38.97,7.54
"4th Sep'26 3:29:00","STLNETWORK",43.17,46.62,48,50.5,7.33
"4th Sep'26 3:29:00","LEMONTREE",21.3,21.5,25.16,28.62,7.32
"4th Sep'26 3:29:00","SIGNPOST",30,29.97,37.32,37.18,7.18
"4th Sep'26 3:29:00","GHCLTEXTIL",58.15,60.47,61.22,65.32,7.18
"4th Sep'26 3:29:00","CAPILLARY",0,7.31,6.83,7.15,7.15
"4th Sep'26 3:29:00","FLFL",45.58,45.65,47.74,52.63,7.05
"4th Sep'26 3:29:00","ANIKINDS",53.62,58.01,60.63,60.63,7.01
"4th Sep'26 3:29:00","CONFIPET",34.62,34.92,35.13,41.62,7
"4th Sep'26 3:29:00","HIRECT",34,34.43,41.25,41,6.99
"4th Sep'26 3:29:00","GIPCL",26.74,27.99,27.74,33.68,6.94
"4th Sep'26 3:29:00","SHRINGARMS",12.61,20.14,17.89,19.54,6.93
"4th Sep'26 3:29:00","GROWW",0,11.56,6.36,6.88,6.88
"4th Sep'26 3:29:00","DEVX",52.86,55.29,56.82,59.63,6.77
"4th Sep'26 3:29:00","GATEWAY",19.89,22.46,25.4,26.65,6.76
"4th Sep'26 3:29:00","STYLEBAAZA",40.81,43.2,45.97,47.56,6.75
"4th Sep'26 3:29:00","KRIDHANINF",51.86,51.85,53.32,58.32,6.46
"4th Sep'26 3:29:00","JNKINDIA",13.94,16.35,18.48,20.35,6.42
"4th Sep'26 3:29:00","UGROCAP",34.63,39.11,40.38,40.96,6.33
"4th Sep'26 3:29:00","GATECH",92.35,98.83,98.81,98.68,6.33
"4th Sep'26 3:29:00","ESSENTIA",83.94,83.96,83.95,90.24,6.3
"4th Sep'26 3:29:00","KNRCON",22.15,23.78,25.57,28.45,6.3
"4th Sep'26 3:29:00","GANECOS",26.47,28.98,29.81,32.73,6.26
"4th Sep'26 3:29:00","SBCL",42.35,43.25,43.64,48.56,6.21
"4th Sep'26 3:29:00","NORTHARC",34.33,35.39,36.27,40.4,6.06
"4th Sep'26 3:29:00","WAKEFIT",0,3.52,4.02,5.98,5.98
"4th Sep'26 3:29:00","AFFORDABLE",51.57,55.59,54.93,57.5,5.93
"4th Sep'26 3:29:00","GANGAFORGE",58.57,64.49,64.49,64.49,5.92
"4th Sep'26 3:29:00","CHOICEIN",29.18,32.99,33.69,35.07,5.89
"4th Sep'26 3:29:00","MOTISONS",33.41,33.03,32.62,39.25,5.83
"4th Sep'26 3:29:00","NAZARA",43.58,46.61,46.81,49.37,5.8
"4th Sep'26 3:29:00","EMUDHRA",24.77,24.78,28.51,30.5,5.73
"4th Sep'26 3:29:00","FINOPB",18.98,21.86,23.26,24.68,5.7
"4th Sep'26 3:29:00","TARSONS",23.37,26.81,28.22,29.02,5.66
"4th Sep'26 3:29:00","SIGACHI",56.4,56.96,61.99,62.04,5.64
"4th Sep'26 3:29:00","JARO",28.13,32.23,36.07,33.75,5.62
"4th Sep'26 3:29:00","GLOTTIS",18.47,22.14,24.07,24.08,5.61
"4th Sep'26 3:29:00","JPPOWER",52.34,52.31,52.24,57.93,5.6
"4th Sep'26 3:29:00","UFO",51.79,51.63,51.61,57.38,5.59
"4th Sep'26 3:29:00","IEX",50.34,53.6,55.54,55.87,5.53
"4th Sep'26 3:29:00","SAGILITY",12.15,17.44,16.74,17.64,5.49
"4th Sep'26 3:29:00","HECPROJECT",19.58,19.58,25.07,25.07,5.48
"4th Sep'26 3:29:00","NEWGEN",18.2,18.6,22.21,23.67,5.47
"4th Sep'26 3:29:00","RAYMOND",32.9,35.61,36.7,38.36,5.46
"4th Sep'26 3:29:00","GEOJITFSL",44.28,48.59,49.56,49.68,5.39
"4th Sep'26 3:29:00","GUJENERGY",13.12,12.9,13.05,18.48,5.36
"4th Sep'26 3:29:00","RELTD",22.91,23.42,23.74,28.26,5.35
"4th Sep'26 3:29:00","PRICOLLTD",29.27,31.08,32.26,34.56,5.3
"4th Sep'26 3:29:00","SANSERA",12.35,13.31,14.97,17.61,5.25
"4th Sep'26 3:29:00","MARALOVER",19.75,24.97,24.98,24.97,5.22
"4th Sep'26 3:29:00","SOLARWORLD",19.02,21.64,21.58,24.21,5.19
"4th Sep'26 3:29:00","KELLTONTEC",56.1,60.33,61.11,61.29,5.19
"4th Sep'26 3:29:00","KEC",10.14,11.33,11.86,15.32,5.18
"4th Sep'26 3:29:00","EXICOM",25.37,26.03,26.12,30.54,5.17
"4th Sep'26 3:29:00","LANDSMILL",79.75,79.55,79.42,84.9,5.15
"4th Sep'26 3:29:00","REMSONSIND",27.84,29.24,30.61,32.98,5.14
"4th Sep'26 3:29:00","ECOSMOBLTY",13.45,15.77,17.63,18.57,5.12
"4th Sep'26 3:29:00","CLCIND",4.89,5,10,10,5.11
"4th Sep'26 3:29:00","RKEC",33.09,33.09,33.35,38.2,5.1
"4th Sep'26 3:29:00","SIGIND",21.5,21.5,26.7,26.59,5.09
"4th Sep'26 3:29:00","PATANJALI",7.08,7.86,10.49,12.17,5.08
"4th Sep'26 3:29:00","KSR",34.07,34.74,39.05,39.06,4.99
"4th Sep'26 3:29:00","TAKE",94.66,99.28,99.57,99.64,4.98
"4th Sep'26 3:29:00","RAYMONDREL",34.43,37.04,36.76,39.33,4.9
"4th Sep'26 3:29:00","BHAGYANGR",28.22,33.5,33.83,33.12,4.89
"4th Sep'26 3:29:00","NEOGEN",18.39,22.21,21.67,23.28,4.89
"4th Sep'26 3:29:00","PROSTARM",20.88,25.77,25.5,25.76,4.88
"4th Sep'26 3:29:00","ROLEXRINGS",8.74,10.5,11.49,13.61,4.87
"4th Sep'26 3:29:00","VCL",83.53,90.12,88.31,88.36,4.84
"4th Sep'26 3:29:00","JKIPL",13.83,20.02,20.02,18.65,4.82
"4th Sep'26 3:29:00","HMAAGRO",11.9,12.11,12.1,16.71,4.81
"4th Sep'26 3:29:00","SHAKTIPUMP",37.18,37.81,39.63,41.97,4.79
"4th Sep'26 3:29:00","GUJAPOLLO",47.4,51.62,51.97,52.15,4.75
"4th Sep'26 3:29:00","PRUDMOULI",37.98,42.39,42.39,42.7,4.72
"4th Sep'26 3:29:00","UNIECOM",42.26,42.93,44.44,46.92,4.66
"4th Sep'26 3:29:00","SAMPANN",30.51,30.43,30.51,35.14,4.63
"4th Sep'26 3:29:00","DAMCAPITAL",45.94,46.98,48.33,50.54,4.6
"4th Sep'26 3:29:00","CEWATER",21.33,22.24,23.51,25.92,4.59
"4th Sep'26 3:29:00","YATHARTH",23.16,27.01,26.95,27.74,4.58
"4th Sep'26 3:29:00","RALLIS",18.63,20.65,21.17,23.2,4.56
"4th Sep'26 3:29:00","IIFL",24.03,23.02,24.71,28.59,4.56
"4th Sep'26 3:29:00","GREENLAM",32.09,32.75,33.23,36.61,4.52
"4th Sep'26 3:29:00","ASIANENE",37.65,37.37,37.03,42.14,4.5
"4th Sep'26 3:29:00","ENTERO",23.26,26.02,26.93,27.75,4.49
"4th Sep'26 3:29:00","DEEDEV",12.39,14.17,14.93,16.86,4.47
"4th Sep'26 3:29:00","EASTSILK",5,5,7.77,9.46,4.46
"4th Sep'26 3:29:00","MCLOUD",41.27,45.7,45.71,45.72,4.45
"4th Sep'26 3:29:00","ROUTE",14.97,16.42,18.64,19.29,4.32
"4th Sep'26 3:29:00","ROSSARI",10.95,11.26,11.46,15.19,4.24
"4th Sep'26 3:29:00","TVTODAY",28.37,28.48,32.13,32.61,4.23
"4th Sep'26 3:29:00","SETUINFRA",67.28,72.58,71.5,71.5,4.22
"4th Sep'26 3:29:00","GMMPFAUDLR",28.27,31.22,30.54,32.48,4.21
"4th Sep'26 3:29:00","RAIN",42.18,43.77,46.82,46.35,4.17
"4th Sep'26 3:29:00","WHIRLPOOL",9.08,12.46,12.58,13.25,4.17
"4th Sep'26 3:29:00","PARSVNATH",47.92,47.63,48.5,51.99,4.06
"4th Sep'26 3:29:00","KESORAMIND",44.79,48.72,48.91,48.83,4.04
"4th Sep'26 3:29:00","SCODATUBES",17.59,18.14,18.05,21.61,4.02
"4th Sep'26 3:29:00","GOKEX",28.66,27.79,33.11,32.66,4
"4th Sep'26 3:29:00","MANINFRA",30.45,31.6,31.79,34.42,3.96
"4th Sep'26 3:29:00","JYOTICNC",14.56,14.29,14.75,18.5,3.95
"4th Sep'26 3:29:00","HAPPSTMNDS",40.17,40.24,40.82,44.09,3.93
"4th Sep'26 3:29:00","PATELENG",56.53,60.11,59.45,60.44,3.91
"4th Sep'26 3:29:00","ANANTRAJ",23.01,25.94,26.58,26.92,3.91
"4th Sep'26 3:29:00","PRABHA",19.15,19.14,18.92,23.01,3.86
"4th Sep'26 3:29:00","DIXON",21.21,23.3,24.73,25.04,3.83
"4th Sep'26 3:29:00","SYMPHONY",9.38,10.03,12.11,13.21,3.83
"4th Sep'26 3:29:00","EMBDL",26.9,28.46,29.82,30.68,3.78
"4th Sep'26 3:29:00","KTKBANK",67.01,68.92,72.09,70.78,3.77
"4th Sep'26 3:29:00","SPAL",15.34,16.07,18.68,19.09,3.75
"4th Sep'26 3:29:00","RUSTOMJEE",2.92,5.71,5.73,6.66,3.75
"4th Sep'26 3:29:00","BALUFORGE",32.9,32.34,34.67,36.64,3.74
"4th Sep'26 3:29:00","GICHSGFIN",49.48,50.01,50.74,53.21,3.73
"4th Sep'26 3:29:00","TIJARIA",60.13,60.9,63.19,63.86,3.73
"4th Sep'26 3:29:00","BANSALWIRE",3.74,4.23,4.08,7.44,3.7
"4th Sep'26 3:29:00","APOLLOPIPE",33.57,35.87,34,37.26,3.69
"4th Sep'26 3:29:00","AGARIND",36.63,37.62,37.98,40.28,3.65
"4th Sep'26 3:29:00","RELIABLE",28.23,31.89,31.76,31.87,3.64
"4th Sep'26 3:29:00","UDS",24.39,24.54,23.92,28,3.61
"4th Sep'26 3:29:00","AGSTRA",66.26,69.34,69.86,69.86,3.6
"4th Sep'26 3:29:00","PWL",0,2.56,2.68,3.6,3.6
"4th Sep'26 3:29:00","JAGRAN",20.81,20.95,22.42,24.37,3.56
"4th Sep'26 3:29:00","QUESS",19.03,21.36,22.22,22.59,3.55
"4th Sep'26 3:29:00","GENESYS",62.17,61.06,63.4,65.71,3.55
"4th Sep'26 3:29:00","RKSWAMY",24.1,25.17,26.67,27.55,3.46
"4th Sep'26 3:29:00","WIPL",41.81,43.29,45.76,45.27,3.46
"4th Sep'26 3:29:00","LAXMIDENTL",13.77,15.02,16.5,17.21,3.44
"4th Sep'26 3:29:00","MEP",68.71,69.52,69.8,72.11,3.4
"4th Sep'26 3:29:00","MAPMYINDIA",27.52,27.37,27.71,30.91,3.39
"4th Sep'26 3:29:00","PVRINOX",15.28,16.75,18.14,18.63,3.35
"4th Sep'26 3:29:00","SOUTHWEST",31.02,31.06,30.37,34.37,3.35
"4th Sep'26 3:29:00","WONDERLA",18.93,21.01,21.03,22.28,3.34
"4th Sep'26 3:29:00","TECHNOE",9.99,11.4,11.63,13.31,3.32
"4th Sep'26 3:29:00","LOKESHMACH",46.07,46.07,46.08,49.37,3.3
"4th Sep'26 3:29:00","IRMENERGY",40.49,41.23,42.59,43.79,3.29
"4th Sep'26 3:29:00","SHILPAMED",36.89,40.27,39.94,40.16,3.27
"4th Sep'26 3:29:00","TI",39.17,44.64,42.77,42.44,3.27
"4th Sep'26 3:29:00","AFIL",55.16,55.32,57.64,58.42,3.26
"4th Sep'26 3:29:00","INDOTECH",24.23,24.15,24.72,27.49,3.25
"4th Sep'26 3:29:00","RAJOOENG",33.84,36.11,36.41,37.09,3.25
"4th Sep'26 3:29:00","NETWEB",14.62,16.15,19.04,17.84,3.22
"4th Sep'26 3:29:00","INDOSTAR",21.65,25.25,24.86,24.87,3.21
"4th Sep'26 3:29:00","ORIENTTECH",26.07,26.6,26.59,29.29,3.21
"4th Sep'26 3:29:00","LAXMIINDIA",29.92,31.63,33.77,33.12,3.2
"4th Sep'26 3:29:00","ALLTIME",13.28,15.49,16.59,16.47,3.19
"4th Sep'26 3:29:00","SOMANYCERA",20.24,20.48,21.24,23.43,3.19
"4th Sep'26 3:29:00","SHANTIGOLD",18.43,20.61,20.8,21.61,3.18
"4th Sep'26 3:29:00","REGAAL",22.61,24.59,25.52,25.79,3.18
"4th Sep'26 3:29:00","EPACK",38.59,39.4,39.77,41.76,3.17
"4th Sep'26 3:29:00","TEXRAIL",37.31,37.29,37.6,40.48,3.16
"4th Sep'26 3:29:00","MEIL",16.48,16.99,18.58,19.64,3.15
"4th Sep'26 3:29:00","OMFREIGHT",21.08,21.72,23.95,24.21,3.13
"4th Sep'26 3:29:00","PRIVISCL",24.03,27.32,27.13,27.14,3.11
"4th Sep'26 3:29:00","ACE",21.04,22.33,22.36,24.11,3.07
"4th Sep'26 3:29:00","RPTECH",16.95,16.89,17.74,20,3.05
"4th Sep'26 3:29:00","CHEMPLASTS",6.24,6.33,6.91,9.28,3.04
"4th Sep'26 3:29:00","YATRA",18.07,19.36,21.25,21.11,3.04
"4th Sep'26 3:29:00","OLAELEC",34.44,38.89,39.79,37.48,3.04
"4th Sep'26 3:29:00","ASHOKA",24.04,23.99,23.6,27.07,3.03
"4th Sep'26 3:29:00","5PAISA",19.96,29.47,29.41,22.99,3.03
"4th Sep'26 3:29:00","WHEELS",29.3,30.06,29.87,32.28,2.98
"4th Sep'26 3:29:00","RCOM",91.01,93.93,93.93,93.93,2.91
"4th Sep'26 3:29:00","INDRAMEDCO",41.68,44.33,44.59,44.56,2.87
"4th Sep'26 3:29:00","ELIN",60.71,60.2,60.91,63.57,2.86
"4th Sep'26 3:29:00","GANESHCP",22.2,25.09,25.81,25.06,2.86
"4th Sep'26 3:29:00","SWANDEF",4.66,4.7,7.44,7.49,2.83
"4th Sep'26 3:29:00","DHRUV",45.55,44.62,48.31,48.37,2.82
"4th Sep'26 3:29:00","ZENSARTECH",14.88,15.51,16.27,17.71,2.82
"4th Sep'26 3:29:00","LLOYDSENGG",48.32,48.54,55.89,51.13,2.81
"4th Sep'26 3:29:00","QUINTEGRA",86.44,86.44,86.39,89.23,2.8
"4th Sep'26 3:29:00","IMPAL",60.45,60.45,60.43,63.24,2.79
"4th Sep'26 3:29:00","SFL",9.14,9.75,9.6,11.91,2.77
"4th Sep'26 3:29:00","DBSTOCKBRO",54.63,54.64,57.38,57.4,2.77
"4th Sep'26 3:29:00","TATACHEM",25.33,26.59,26.51,28.07,2.74
"4th Sep'26 3:29:00","INDOTHAI",39.42,40.15,41.73,42.14,2.71
"4th Sep'26 3:29:00","CRIZAC",12.52,14.1,14.29,15.23,2.7
"4th Sep'26 3:29:00","JYOTHYLAB",8.65,8.94,9.87,11.34,2.69
"4th Sep'26 3:29:00","BATAINDIA",13.23,14.03,14.71,15.93,2.69
"4th Sep'26 3:29:00","IRCTC",16.15,16.4,17.89,18.84,2.69
"4th Sep'26 3:29:00","LOTUSDEV",11.62,12.61,14.61,14.27,2.65
"4th Sep'26 3:29:00","CSBBANK",28.93,29.48,31.21,31.58,2.65
"4th Sep'26 3:29:00","TEAMLEASE",11.46,12.67,12.49,14.11,2.65
"4th Sep'26 3:29:00","CASTROLIND",23.47,24.41,25.55,26.11,2.63
"4th Sep'26 3:29:00","3IINFOLTD",82.12,84.92,84.93,84.74,2.62
"4th Sep'26 3:29:00","QUICKHEAL",25.37,25.55,26.53,27.97,2.6
"4th Sep'26 3:29:00","UGARSUGAR",51.48,51.78,53.97,54.08,2.6
"4th Sep'26 3:29:00","INDIAMART",16.3,16.2,18.18,18.9,2.6
"4th Sep'26 3:29:00","WEWORK",3.57,3.39,4.6,6.17,2.59
"4th Sep'26 3:29:00","MARATHON",21.07,24.02,23.27,23.66,2.59
"4th Sep'26 3:29:00","IPL",22.05,22.94,22.97,24.64,2.58
"4th Sep'26 3:29:00","TERASOFT",49.22,51.64,51.7,51.78,2.56
"4th Sep'26 3:29:00","DELTACORP",60.91,62.97,62.98,63.43,2.51
"4th Sep'26 3:29:00","RELINFRA",72.01,73.58,73.46,74.52,2.51
"4th Sep'26 3:29:00","HONASA",7.56,8.39,8.68,10.07,2.5
"4th Sep'26 3:29:00","SUNTECK",10.92,11.01,10.64,13.43,2.5
"4th Sep'26 3:29:00","IIFLCAPS",18.85,19,19.12,21.34,2.48
"4th Sep'26 3:29:00","DISHTV",81.7,82.68,83.91,84.18,2.48
"4th Sep'26 3:29:00","VISHWARAJ",67.19,67.18,68.92,69.66,2.48
"4th Sep'26 3:29:00","BLS",19.7,20.11,20.29,22.17,2.47
"4th Sep'26 3:29:00","JTLIND",43.29,47.38,47.34,45.76,2.47
"4th Sep'26 3:29:00","PACEDIGITK",20.65,22.04,22.97,23.11,2.46
"4th Sep'26 3:29:00","RAJESHEXPO",19.56,19.23,20.4,22.02,2.45
"4th Sep'26 3:29:00","WIPRO",8.58,8.41,8.7,11.02,2.45
"4th Sep'26 3:29:00","PRAJIND",32.73,36.06,36.6,35.17,2.44
"4th Sep'26 3:29:00","HGINFRA",14.29,15.16,16.17,16.73,2.44
"4th Sep'26 3:29:00","HUBTOWN",62.73,63,65.55,65.14,2.42
"4th Sep'26 3:29:00","SWARAJENG",33.77,34.47,35.47,36.19,2.42
"4th Sep'26 3:29:00","KFINTECH",26.74,26.08,25.66,29.15,2.41
"4th Sep'26 3:29:00","CYIENT",20.64,21.84,20.3,23.05,2.41
"4th Sep'26 3:29:00","PGHL",26.65,26.98,27.93,29.05,2.4
"4th Sep'26 3:29:00","ELECTCAST",33.65,33.52,33.24,36.04,2.39
"4th Sep'26 3:29:00","GOLDIAM",35.2,38.52,38.79,37.58,2.39
"4th Sep'26 3:29:00","SCHAND",44.58,46.42,46.25,46.96,2.38
"4th Sep'26 3:29:00","PNCINFRA",10.43,10.77,12.21,12.81,2.38
"4th Sep'26 3:29:00","MOSCHIP",57.38,58.4,59.6,59.76,2.38
"4th Sep'26 3:29:00","VEDL",16.03,15.9,15.99,18.41,2.38
"4th Sep'26 3:29:00","BLUEJET",14.74,14.41,14.8,17.11,2.37
"4th Sep'26 3:29:00","GANESHBE",50.45,50.72,53.44,52.82,2.37
"4th Sep'26 3:29:00","TECILCHEM",43.84,43.96,44.57,46.2,2.36
"4th Sep'26 3:29:00","QUADFUTURE",23.72,26.9,28.28,26.08,2.36
"4th Sep'26 3:29:00","ARIHANTCAP",28.47,30.73,30.76,30.82,2.35
"4th Sep'26 3:29:00","GODAVARIB",24.12,24.67,25.32,26.45,2.33
"4th Sep'26 3:29:00","SANOFI",11.54,12.53,12.63,13.84,2.31
"4th Sep'26 3:29:00","PATELRMART",22.13,23.29,24.12,24.44,2.3
"4th Sep'26 3:29:00","CDSL",59.28,57.48,59.21,61.57,2.29
"4th Sep'26 3:29:00","RENUKA",23.76,23.95,23.75,26.06,2.29
"4th Sep'26 3:29:00","GSLSU",23.7,25.99,25.02,25.99,2.29
"4th Sep'26 3:29:00","PROTEAN",70.46,70.92,70.05,72.76,2.29
"4th Sep'26 3:29:00","CANTABIL",20.89,22.18,22.34,23.17,2.28
"4th Sep'26 3:29:00","NLCINDIA",6.36,6.52,5.87,8.62,2.25
"4th Sep'26 3:29:00","TINNARUBR",22.52,22.78,23.14,24.76,2.25
"4th Sep'26 3:29:00","SAPPHIRE",4.52,7.16,7.45,6.76,2.24
"4th Sep'26 3:29:00","INTELLECT",35.19,34.37,35.48,37.42,2.24
"4th Sep'26 3:29:00","VMART",6.21,6.35,6.98,8.45,2.24
"4th Sep'26 3:29:00","NETWORK18",36.42,36.69,36.69,38.65,2.23
"4th Sep'26 3:29:00","SHARDACROP",10.65,11.02,10.88,12.88,2.23
"4th Sep'26 3:29:00","RSYSTEMS",35.35,34.94,35.57,37.58,2.23
"4th Sep'26 3:29:00","AGI",29.45,29.65,30.17,31.67,2.23
"4th Sep'26 3:29:00","LEXUS",44.87,45.67,46.88,47.09,2.22
"4th Sep'26 3:29:00","TAJGVK",20.9,21.73,22.36,23.12,2.22
"4th Sep'26 3:29:00","MOIL",22.48,23.61,23.45,24.69,2.21
"4th Sep'26 3:29:00","LEMERITE",38.13,40.04,39.97,40.34,2.21
"4th Sep'26 3:29:00","THYROCARE",10.38,13.49,12.59,12.59,2.21
"4th Sep'26 3:29:00","KSCL",16.22,16.73,18.05,18.43,2.21
"4th Sep'26 3:29:00","WINDMACHIN",51.59,49.94,49.29,53.75,2.17
"4th Sep'26 3:29:00","STARCEMENT",35.02,35.36,36.91,37.17,2.15
"4th Sep'26 3:29:00","ATHERENERG",11.57,13.54,13,13.72,2.15
"4th Sep'26 3:29:00","TICL",14.72,15.13,15.81,16.85,2.13
"4th Sep'26 3:29:00","CMSINFO",38.09,39.12,38.85,40.21,2.12
"4th Sep'26 3:29:00","IGCL",24.31,26.36,26.35,26.42,2.11
"4th Sep'26 3:29:00","SUVIDHAA",56.41,56.48,58.51,58.51,2.1
"4th Sep'26 3:29:00","DCW",45.2,45.31,46.88,47.29,2.09
"4th Sep'26 3:29:00","INFOBEAN",24.69,24.09,26.51,26.77,2.08
"4th Sep'26 3:29:00","WINSOME",59.24,59.36,59.36,61.32,2.07
"4th Sep'26 3:29:00","SOLARA",39.06,39.69,40,41.13,2.07
"4th Sep'26 3:29:00","FCL",31.44,33.13,33.63,33.5,2.06
"4th Sep'26 3:29:00","RVNL",16.09,15.79,15.87,18.14,2.05
"4th Sep'26 3:29:00","SUNCLAY",17.07,18.45,19.21,19.12,2.05
"4th Sep'26 3:29:00","VASCONEQ",66.24,67.87,68.11,68.28,2.04
"4th Sep'26 3:29:00","ARVSMART",34.46,33.52,36.9,36.5,2.04
"4th Sep'26 3:29:00","ORISSAMINE",35.83,37.76,37.71,37.88,2.04
"4th Sep'26 3:29:00","BLISSGVS",42.89,41.76,46.61,44.94,2.04
"4th Sep'26 3:29:00","RHL",30.68,32.72,30.34,32.72,2.03
"4th Sep'26 3:29:00","TFL",43.37,44.55,43.82,45.4,2.03
"4th Sep'26 3:29:00","VSTTILLERS",20.62,21.58,22.33,22.65,2.03
"4th Sep'26 3:29:00","GARUDA",27.31,28.23,29.08,29.32,2.01
"4th Sep'26 3:29:00","GKENERGY",9.22,10.63,10.6,11.22,2
"4th Sep'26 3:29:00","KALYANKJIL",8.5,7.88,8.43,10.46,1.96
"4th Sep'26 3:29:00","CENTRALBK",4.98,5.05,5.16,6.94,1.95
"4th Sep'26 3:29:00","XELPMOC",48.62,50.33,50.42,50.54,1.92
"4th Sep'26 3:29:00","RECLTD",12.64,13.48,14.62,14.56,1.92
"4th Sep'26 3:29:00","JUSTDIAL",10.86,10.92,11.71,12.78,1.91
