Date,Up 4.5%+ today,Down 4.5%+ today,Up 20%+ in 5d,Down 20%+ in 5d,Above 20dma,Below 20dma,Above 50dma,Below 50dma,Above 200dma,Below 200dma
2026-02-16,55,102,12,3,917,1212,771,1359,723,1407
2026-02-13,34,165,21,0,947,1180,782,1346,717,1411
2026-02-12,61,100,26,1,1298,829,1012,1116,782,1345
2026-02-11,91,67,14,2,1480,646,1105,1022,810,1317
2026-02-10,138,37,32,1,1562,562,1139,986,812,1313
2026-02-09,396,19,51,1,1502,626,1059,1070,799,1330
2026-02-06,59,78,29,3,1107,1019,761,1366,680,1447
2026-02-05,55,93,33,6,1149,976,776,1350,687,1439
2026-02-04,236,53,44,18,1336,790,835,1292,721,1406
2026-02-03,524,12,27,18,1133,994,740,1387,701,1426
2026-02-02,77,73,16,19,451,1677,370,1758,530,1598
2026-02-01,57,237,8,4,428,1699,355,1772,489,1638
2026-01-30,167,99,14,6,662,1463,491,1634,599,1526
2026-01-29,137,59,22,5,528,1597,427,1698,568,1557
2026-01-28,350,20,11,6,534,1590,423,1701,554,1570
2026-01-27,97,76,4,11,304,1824,318,1810,482,1646
2026-01-23,57,213,2,6,272,1851,293,1830,477,1646
2026-01-22,182,54,2,4,358,1766,367,1757,543,1581
2026-01-21,56,144,20,2,228,1895,287,1836,485,1638
2026-01-20,29,375,24,1,251,1871,311,1811,519,1603
2026-01-19,43,91,28,2,449,1675,473,1651,624,1500
2026-01-16,70,32,26,2,527,1591,531,1587,672,1446
2026-01-14,81,20,6,1,518,1600,550,1568,684,1434
2026-01-13,69,19,5,2,482,1636,521,1597,670,1448
2026-01-12,63,75,6,4,424,1698,502,1620,666,1456
2026-01-09,17,102,4,4,426,1690,533,1583,683,1433
2026-01-08,15,138,6,4,664,1453,694,1423,767,1350
2026-01-07,68,18,13,3,1051,1066,908,1209,851,1266
2026-01-06,43,28,15,1,1012,1104,871,1245,838,1278
2026-01-05,64,39,14,1,1135,984,934,1185,866,1253
2026-01-02,100,11,11,1,1306,808,951,1163,866,1248
2026-01-01,63,17,9,2,1066,1049,824,1291,811,1304
2025-12-31,85,17,8,2,1041,1072,804,1309,808,1305
2025-12-30,57,31,10,1,768,1342,685,1425,759,1351
2025-12-29,45,45,14,0,751,1363,714,1400,763,1351
2025-12-26,65,19,20,0,923,1189,763,1349,791,1321
2025-12-24,60,14,15,0,1073,1037,800,1310,810,1300
2025-12-23,68,17,10,2,1117,993,803,1307,814,1296
2025-12-22,113,16,9,1,1002,1110,745,1367,800,1312
2025-12-19,91,17,10,0,697,1409,636,1470,758,1348
2025-12-18,41,30,12,0,487,1619,533,1573,714,1392
2025-12-17,32,52,12,0,491,1614,562,1543,722,1383
2025-12-16,36,31,14,0,619,1486,613,1492,755,1350
2025-12-15,79,19,16,1,743,1360,670,1433,776,1327
2025-12-12,98,11,9,3,690,1408,647,1452,759,1340
2025-12-11,74,15,6,5,504,1594,558,1540,726,1373
2025-12-10,56,27,9,3,388,1706,475,1619,708,1387
2025-12-09,129,15,2,3,422,1671,509,1584,711,1383
2025-12-08,20,238,4,3,318,1776,459,1635,684,1411
2025-12-05,31,37,4,3,533,1558,613,1478,780,1312
2025-12-04,29,27,3,4,528,1562,632,1458,785,1306
2025-12-03,17,38,1,3,533,1557,633,1457,804,1287
2025-12-02,29,31,5,2,647,1443,704,1386,825,1266
2025-12-01,65,35,7,2,723,1370,734,1360,854,1240
2025-11-28,57,19,4,2,748,1337,754,1332,855,1231
2025-11-27,54,19,4,3,731,1352,742,1342,849,1235
2025-11-26,81,12,5,2,731,1351,744,1339,860,1223
2025-11-25,69,12,6,3,542,1538,629,1453,807,1275
2025-11-24,36,132,6,6,509,1576,614,1472,788,1298
2025-11-21,31,34,5,4,599,1479,683,1397,844,1236
2025-11-20,40,23,9,4,752,1325,808,1270,881,1197
2025-11-19,41,39,7,3,777,1298,813,1263,901,1175
2025-11-18,37,32,12,4,767,1306,825,1249,901,1173
2025-11-17,96,47,11,3,933,1145,902,1177,947,1132
2025-11-14,76,43,12,3,861,1208,866,1204,921,1149
2025-11-13,72,47,13,4,844,1222,858,1209,948,1119
2025-11-12,103,31,9,4,879,1186,893,1173,958,1108
2025-11-11,68,55,8,8,738,1328,803,1264,915,1152
2025-11-10,84,90,11,7,738,1331,807,1263,919,1151
2025-11-07,73,39,12,2,657,1406,797,1266,915,1148
2025-11-06,44,145,13,2,601,1461,798,1264,907,1155
2025-11-04,41,28,16,0,874,1187,960,1101,1004,1057
2025-11-03,99,35,19,1,1083,983,1072,994,1048,1018
2025-10-31,44,31,11,1,970,1088,1002,1056,1019,1039
2025-10-30,51,25,10,1,1117,941,1082,976,1046,1012
2025-10-29,87,25,11,0,1151,906,1083,974,1059,998
2025-10-28,63,29,12,1,992,1069,982,1079,1016,1045
2025-10-27,78,35,19,1,1015,1052,996,1071,1037,1030
2025-10-24,49,23,17,2,973,1087,959,1101,1001,1059
2025-10-23,79,45,19,2,1052,1008,999,1061,1025,1035
2025-10-21,55,1,22,0,1100,957,1012,1045,1030,1027
2025-10-20,94,39,13,2,923,1143,899,1167,989,1077
2025-10-17,43,40,10,1,834,1223,846,1211,954,1103
2025-10-16,75,33,13,2,924,1130,905,1149,985,1069
2025-10-15,87,29,11,2,821,1233,862,1192,953,1101
2025-10-14,40,64,22,3,663,1388,769,1282,913,1138
2025-10-13,57,38,14,4,845,1211,894,1162,978,1078
2025-10-10,84,24,17,3,988,1060,962,1086,1015,1033
2025-10-09,89,36,28,5,890,1161,912,1139,991,1060
2025-10-08,72,26,26,2,803,1245,862,1186,976,1072
2025-10-07,60,33,22,1,888,1158,919,1127,995,1051
2025-10-06,81,34,17,1,924,1124,935,1113,998,1050
2025-10-03,123,12,11,1,901,1140,916,1125,1011,1031
2025-10-01,122,8,11,1,676,1361,776,1261,956,1082
2025-09-30,40,30,8,2,479,1552,613,1418,876,1156
2025-09-29,63,60,15,3,449,1586,621,1414,874,1162
2025-09-26,14,111,17,1,444,1581,610,1415,881,1145
2025-09-25,37,32,20,1,734,1290,878,1146,1002,1023
2025-09-24,52,28,18,2,925,1098,1041,982,1064,960
2025-09-23,67,24,19,2,1093,929,1144,878,1106,917
2025-09-22,80,38,24,2,1198,830,1191,838,1146,883
2025-09-19,67,20,19,1,1377,643,1281,741,1168,854
2025-09-18,53,20,19,1,1429,591,1291,730,1161,860
2025-09-17,71,19,23,1,1442,575,1285,733,1158,860
2025-09-16,78,13,18,1,1374,642,1228,789,1131,886
2025-09-15,86,19,15,0,1299,722,1115,907,1082,940
2025-09-12,55,13,19,1,1198,819,1065,953,1048,970
2025-09-11,54,21,26,1,1204,813,1051,967,1034,984
2025-09-10,90,19,18,0,1190,827,1039,979,1036,982
2025-09-09,66,29,25,0,1009,1007,902,1115,981,1036
2025-09-08,128,19,32,1,999,1021,888,1133,987,1034
2025-09-05,85,14,26,1,893,1123,850,1167,947,1070
2025-09-04,51,27,19,2,932,1083,849,1167,968,1048
2025-09-03,113,11,16,0,1037,976,902,1112,979,1035
2025-09-02,119,22,11,0,864,1148,782,1233,940,1075
2025-09-01,126,16,12,1,726,1290,703,1314,902,1115
2025-08-29,50,22,8,1,513,1498,573,1439,816,1196
2025-08-28,29,59,6,1,523,1488,588,1424,835,1177
2025-08-26,28,59,11,2,624,1381,680,1326,897,1109
2025-08-25,70,35,24,0,929,1080,879,1131,991,1019
2025-08-22,50,17,22,0,905,1099,885,1120,974,1031
2025-08-21,60,19,21,0,1017,988,952,1054,994,1012
2025-08-20,106,8,21,1,999,1004,939,1065,989,1015
2025-08-19,128,15,19,1,943,1059,891,1112,983,1020
2025-08-18,150,30,17,1,774,1231,798,1208,938,1068
2025-08-14,48,73,14,3,538,1461,633,1366,870,1130
2025-08-13,111,46,10,5,587,1410,671,1326,902,1096
2025-08-12,77,51,5,5,492,1506,608,1391,874,1125
2025-08-11,85,61,5,3,432,1566,592,1407,861,1138
2025-08-08,48,72,7,4,363,1636,539,1460,833,1166
2025-08-07,54,54,7,5,438,1561,627,1372,916,1083
2025-08-06,39,73,7,5,452,1545,635,1362,928,1069
2025-08-05,46,40,8,5,563,1432,721,1274,987,1008
2025-08-04,93,49,12,4,569,1427,769,1227,1010,986
2025-08-01,33,116,9,0,439,1554,701,1292,966,1027
2025-07-31,52,47,9,1,571,1418,851,1138,1062,927
2025-07-30,89,32,9,1,670,1316,964,1022,1095,891
2025-07-29,113,18,9,1,601,1385,934,1051,1086,900
2025-07-28,37,114,9,4,482,1507,787,1202,1029,960
2025-07-25,23,85,8,3,616,1368,987,998,1119,866
2025-07-24,45,34,10,2,938,1046,1278,706,1247,736
2025-07-23,48,28,13,2,1059,924,1331,652,1263,720
2025-07-22,53,21,16,2,1016,966,1348,635,1263,720
2025-07-21,66,30,14,3,1114,870,1404,580,1273,711
2025-07-18,49,18,13,1,1144,836,1446,534,1287,693
2025-07-17,63,14,14,1,1302,676,1527,451,1314,664
2025-07-16,89,11,11,0,1317,661,1531,447,1302,676
2025-07-15,99,8,8,0,1241,737,1472,506,1269,709
2025-07-14,69,20,14,1,987,993,1341,639,1195,785
2025-07-11,41,15,6,0,975,1002,1376,601,1191,786
2025-07-10,67,10,11,1,1194,780,1479,495,1244,730
2025-07-09,72,8,9,1,1225,747,1483,490,1232,741
2025-07-08,53,17,12,1,1201,773,1472,502,1231,743
2025-07-07,63,28,17,1,1252,724,1499,477,1244,732
2025-07-04,68,15,16,1,1353,621,1550,424,1255,719
2025-07-03,72,13,20,1,1334,638,1518,454,1237,735
2025-07-02,55,20,19,1,1318,651,1507,462,1208,761
2025-07-01,76,22,28,0,1415,550,1538,427,1223,742
2025-06-30,113,16,28,0,1447,519,1545,421,1234,732
2025-06-27,83,12,23,0,1393,569,1506,456,1212,750
2025-06-26,61,11,21,0,1331,632,1487,476,1185,778
2025-06-25,153,6,9,0,1334,628,1485,477,1179,783
2025-06-24,96,13,4,1,1023,940,1324,638,1087,877
2025-06-23,70,20,5,2,812,1153,1177,788,1039,927
2025-06-20,75,13,6,2,810,1151,1209,752,1023,939
2025-06-19,14,81,4,1,579,1381,1095,865,980,981
2025-06-18,39,21,4,1,917,1042,1334,625,1097,863
2025-06-17,48,38,6,1,998,961,1387,572,1128,832
2025-06-16,72,17,9,1,1226,736,1489,473,1174,789
2025-06-13,36,23,16,1,1171,787,1501,457,1148,811
2025-06-12,38,47,19,0,1404,553,1572,385,1205,753
2025-06-11,107,19,23,0,1620,335,1680,275,1278,678
2025-06-10,100,11,28,1,1617,338,1661,294,1263,693
2025-06-09,155,9,23,0,1606,352,1643,315,1240,719
2025-06-06,111,18,21,0,1470,486,1550,406,1162,795
2025-06-05,115,4,15,0,1429,527,1485,471,1114,843
2025-06-04,95,20,12,0,1350,605,1466,489,1081,875
2025-06-03,67,22,16,0,1296,657,1455,498,1060,894
2025-06-02,123,47,25,0,1399,555,1487,467,1059,896
2025-05-30,92,57,27,0,1419,531,1494,456,1054,897
2025-05-29,100,43,33,0,1484,465,1514,435,1091,859
2025-05-28,100,30,24,0,1520,428,1528,420,1069,880
2025-05-27,77,25,27,0,1561,386,1554,394,1078,870
2025-05-26,116,36,19,0,1602,349,1587,365,1058,894
2025-05-23,83,29,23,1,1610,335,1581,365,1038,908
2025-05-22,70,34,27,1,1592,354,1548,399,999,948
2025-05-21,81,34,31,1,1647,298,1576,370,1007,939
2025-05-20,57,74,53,1,1620,325,1555,391,971,975
2025-05-19,177,28,80,0,1740,209,1662,288,1037,913
2025-05-16,188,23,156,0,1725,219,1615,330,983,962
2025-05-15,148,25,84,0,1682,263,1525,421,919,1027
2025-05-14,199,10,43,1,1670,274,1460,485,851,1094
2025-05-13,158,17,33,1,1563,381,1277,668,766,1179
2025-05-12,954,8,14,1,1435,512,1148,800,724,1224
2025-05-09,44,41,8,4,533,1412,640,1306,512,1434
2025-05-08,46,38,5,2,624,1321,674,1271,525,1419
2025-05-07,85,22,4,3,774,1171,792,1153,573,1372
2025-05-06,12,310,5,1,663,1281,696,1248,525,1419
2025-05-05,131,22,12,1,1052,894,924,1022,638,1308
2025-05-02,39,29,7,3,804,1141,813,1132,594,1351
2025-04-30,17,102,7,4,856,1087,820,1123,598,1345
2025-04-29,54,26,10,1,1215,728,1036,907,656,1287
2025-04-28,64,39,18,1,1263,683,1061,885,667,1279
2025-04-25,19,356,18,0,1276,666,1031,911,647,1295
2025-04-24,85,27,31,1,1723,220,1394,549,764,1179
2025-04-23,95,15,44,0,1744,200,1376,568,771,1173
2025-04-22,129,13,72,0,1745,199,1365,579,755,1189
2025-04-21,181,10,105,0,1733,212,1282,663,729,1216
2025-04-17,86,9,44,0,1606,336,1096,846,647,1295
2025-04-16,147,12,69,0,1605,337,1033,909,607,1335
2025-04-15,437,5,15,0,1477,465,891,1051,557,1385
2025-04-11,307,2,4,2,903,1037,571,1369,441,1499
2025-04-09,36,87,5,17,499,1439,392,1546,356,1582
2025-04-08,254,11,5,7,557,1382,434,1505,371,1568
2025-04-07,6,814,13,15,293,1646,290,1649,298,1641
2025-04-04,26,460,21,7,780,1157,550,1387,440,1497
2025-04-03,195,18,29,2,1390,548,866,1072,543,1395
2025-04-02,150,10,11,1,1235,701,742,1194,497,1439
2025-04-01,292,31,7,3,1043,895,639,1299,440,1498
2025-03-28,54,58,8,2,884,1049,620,1313,471,1462
2025-03-27,122,84,12,3,976,957,634,1299,485,1448
2025-03-26,24,180,18,3,943,989,586,1346,447,1485
2025-03-25,40,211,43,0,1166,765,680,1250,483,1448
2025-03-24,173,14,132,1,1464,465,812,1117,533,1397
2025-03-21,230,12,58,0,1382,547,695,1235,466,1464
2025-03-20,132,19,23,1,1141,787,563,1366,401,1528
2025-03-19,343,7,17,2,1045,881,474,1453,357,1570
2025-03-18,314,18,11,2,706,1220,325,1601,305,1622
2025-03-17,56,126,4,12,403,1523,236,1691,260,1667
2025-03-13,34,56,4,5,352,1570,223,1700,257,1666
2025-03-12,35,68,9,3,381,1541,228,1695,264,1659
2025-03-11,43,120,22,2,406,1517,228,1696,276,1648
2025-03-10,31,372,28,1,450,1474,240,1685,287,1638
2025-03-07,166,18,31,2,717,1206,292,1632,329,1595
