Date,Up 4.5%+ today,Down 4.5%+ today,Up 20%+ in 5d,Down 20%+ in 5d,Above 20dma,Below 20dma,Above 50dma,Below 50dma,Above 200dma,Below 200dma
2026-01-12,63,75,5,3,419,1693,498,1614,661,1451
2026-01-09,16,102,3,3,422,1684,530,1576,678,1428
2026-01-08,13,139,6,3,656,1451,688,1419,761,1346
2026-01-07,67,18,13,2,1043,1064,902,1205,846,1261
2026-01-06,42,27,15,0,1006,1100,865,1241,832,1274
2026-01-05,64,39,14,1,1128,981,928,1181,860,1249
2026-01-02,99,10,11,1,1298,806,945,1159,860,1244
2026-01-01,63,17,9,2,1057,1048,818,1287,807,1298
2025-12-31,84,17,8,2,1033,1070,798,1305,803,1300
2025-12-30,56,29,10,1,763,1337,681,1419,755,1345
2025-12-29,43,45,14,0,747,1357,710,1394,758,1346
2025-12-26,65,18,20,0,919,1183,759,1343,786,1316
2025-12-24,59,14,15,0,1067,1033,795,1305,805,1295
2025-12-23,66,17,10,2,1111,989,798,1302,810,1290
2025-12-22,113,15,9,1,997,1105,740,1362,796,1306
2025-12-19,92,17,10,0,693,1404,634,1463,754,1343
2025-12-18,41,29,12,0,483,1614,528,1569,709,1388
2025-12-17,32,52,12,0,487,1609,557,1539,717,1379
2025-12-16,36,31,14,0,614,1482,608,1488,750,1346
2025-12-15,79,19,16,1,734,1360,664,1430,771,1323
2025-12-12,96,11,8,3,683,1407,642,1449,754,1337
2025-12-11,74,15,5,5,501,1589,555,1535,722,1369
2025-12-10,55,27,9,3,386,1700,473,1613,704,1383
2025-12-09,128,14,2,3,419,1666,507,1578,707,1379
2025-12-08,19,237,4,3,315,1771,455,1631,679,1408
2025-12-05,31,37,4,3,529,1554,610,1473,775,1309
2025-12-04,30,26,3,4,525,1557,629,1453,780,1303
2025-12-03,17,39,1,3,528,1554,629,1453,799,1284
2025-12-02,29,33,5,2,644,1438,701,1381,820,1263
2025-12-01,65,35,7,2,721,1364,733,1353,849,1237
2025-11-28,58,19,4,2,746,1331,752,1326,850,1228
2025-11-27,55,19,4,3,728,1347,738,1338,842,1234
2025-11-26,84,12,4,2,729,1345,740,1335,855,1220
2025-11-25,70,12,5,3,539,1533,626,1448,802,1272
2025-11-24,36,133,5,6,507,1570,611,1467,784,1294
2025-11-21,29,35,4,4,595,1475,679,1393,839,1233
2025-11-20,39,23,8,4,749,1320,803,1267,875,1195
2025-11-19,40,38,6,3,774,1293,810,1258,896,1172
2025-11-18,37,33,11,4,763,1302,820,1246,896,1170
2025-11-17,94,49,10,3,929,1142,897,1175,942,1130
2025-11-14,75,43,11,3,861,1201,862,1201,915,1148
2025-11-13,71,47,12,4,843,1216,855,1205,943,1117
2025-11-12,101,32,9,4,876,1182,889,1170,952,1107
2025-11-11,67,55,9,8,735,1324,800,1260,910,1150
2025-11-10,85,91,12,7,734,1328,802,1261,913,1150
2025-11-07,73,39,13,2,655,1401,793,1263,911,1145
2025-11-06,45,145,14,2,600,1455,795,1260,902,1153
2025-11-04,42,28,17,0,870,1184,955,1099,999,1055
2025-11-03,101,34,19,1,1079,980,1065,994,1044,1015
2025-10-31,44,31,11,1,966,1086,997,1055,1015,1037
2025-10-30,52,25,10,1,1111,940,1075,976,1042,1009
2025-10-29,87,25,11,0,1149,901,1080,970,1056,994
2025-10-28,64,29,12,1,985,1069,977,1077,1013,1041
2025-10-27,79,35,19,1,1009,1051,991,1069,1033,1027
2025-10-24,48,23,17,2,965,1088,952,1101,997,1056
2025-10-23,79,45,19,2,1048,1005,993,1060,1020,1033
2025-10-21,55,1,22,0,1098,952,1007,1043,1027,1023
2025-10-20,94,39,13,2,919,1140,894,1165,985,1074
2025-10-17,43,40,10,1,830,1221,842,1209,950,1101
2025-10-16,74,32,13,2,918,1129,902,1145,982,1065
2025-10-15,86,28,11,2,813,1234,858,1189,949,1098
2025-10-14,39,64,22,3,659,1385,767,1277,910,1134
2025-10-13,59,37,13,4,842,1207,891,1158,973,1076
2025-10-10,83,25,16,3,989,1052,961,1080,1010,1031
2025-10-09,90,37,27,5,890,1154,908,1136,986,1058
2025-10-08,75,26,25,2,807,1234,862,1179,972,1069
2025-10-07,60,34,21,1,886,1153,915,1124,988,1051
2025-10-06,80,34,17,1,920,1122,931,1111,993,1049
2025-10-03,123,13,11,1,897,1138,914,1121,1007,1029
2025-10-01,123,9,11,1,675,1356,775,1256,952,1080
2025-09-30,40,29,8,2,478,1547,610,1415,872,1154
2025-09-29,63,60,15,3,450,1579,619,1410,871,1159
2025-09-26,14,110,17,1,445,1575,610,1410,878,1143
2025-09-25,36,33,20,1,735,1284,877,1142,1000,1020
2025-09-24,50,28,18,2,923,1095,1039,979,1060,959
2025-09-23,66,25,21,2,1089,928,1139,878,1101,917
2025-09-22,81,38,27,2,1199,824,1191,833,1142,882
2025-09-19,69,19,21,1,1377,638,1281,736,1164,853
2025-09-18,53,20,21,1,1428,587,1287,729,1156,860
2025-09-17,72,19,25,0,1442,570,1284,729,1155,858
2025-09-16,79,12,18,0,1372,639,1226,786,1131,881
2025-09-15,87,18,15,0,1299,717,1114,903,1081,936
2025-09-12,56,12,18,0,1200,812,1064,949,1047,966
2025-09-11,55,21,25,0,1203,810,1052,962,1034,980
2025-09-10,92,17,18,0,1188,825,1039,975,1035,979
2025-09-09,67,28,24,0,1005,1007,900,1113,978,1035
2025-09-08,128,18,31,1,997,1019,885,1132,984,1033
2025-09-05,86,13,25,1,893,1119,847,1166,945,1068
2025-09-04,51,27,18,2,930,1081,846,1166,965,1047
2025-09-03,112,11,15,0,1031,977,898,1111,975,1034
2025-09-02,117,22,10,0,860,1147,777,1233,936,1074
2025-09-01,125,16,11,1,723,1288,699,1313,899,1113
2025-08-29,49,21,8,1,513,1493,570,1437,814,1193
2025-08-28,27,59,6,1,521,1485,585,1422,833,1174
2025-08-26,27,59,11,2,624,1376,678,1323,895,1106
2025-08-25,71,34,23,0,929,1075,876,1129,988,1017
2025-08-22,50,15,22,0,904,1095,880,1120,970,1030
2025-08-21,60,18,20,0,1013,987,947,1054,990,1011
2025-08-20,105,8,20,1,992,1006,936,1063,986,1013
2025-08-19,126,15,19,1,939,1058,888,1110,980,1018
2025-08-18,150,30,18,1,773,1227,795,1206,935,1066
2025-08-14,48,73,14,3,534,1459,630,1363,866,1128
2025-08-13,111,46,10,5,585,1407,667,1325,899,1094
2025-08-12,78,49,5,5,491,1501,607,1386,871,1122
2025-08-11,86,61,5,3,429,1563,589,1404,856,1137
2025-08-08,48,71,7,4,361,1632,536,1457,829,1164
2025-08-07,53,55,5,5,432,1561,623,1370,910,1083
2025-08-06,38,73,6,5,450,1541,632,1359,924,1067
2025-08-05,45,39,7,5,559,1430,716,1273,982,1007
2025-08-04,91,49,11,4,563,1427,762,1228,1006,984
2025-08-01,31,116,8,0,434,1553,693,1294,958,1029
2025-07-31,51,47,8,1,565,1418,845,1138,1056,927
2025-07-30,89,31,8,1,665,1315,960,1020,1089,891
2025-07-29,113,18,8,1,597,1383,927,1052,1081,899
2025-07-28,35,116,8,4,477,1506,785,1198,1023,960
2025-07-25,22,87,7,2,612,1366,982,997,1113,866
2025-07-24,46,34,10,1,936,1042,1275,703,1243,734
2025-07-23,49,27,14,1,1055,922,1326,651,1258,719
2025-07-22,54,19,16,1,1011,965,1345,632,1258,719
2025-07-21,65,30,14,2,1110,869,1400,579,1269,710
2025-07-18,47,17,13,0,1144,831,1446,529,1286,689
2025-07-17,64,13,14,0,1301,672,1524,449,1311,662
2025-07-16,89,11,11,0,1317,656,1529,444,1300,673
2025-07-15,101,7,9,0,1242,731,1471,502,1266,707
2025-07-14,71,19,15,1,986,989,1338,637,1193,782
2025-07-11,41,14,6,0,973,999,1374,598,1186,786
2025-07-10,68,8,10,1,1193,776,1478,491,1240,729
2025-07-09,72,8,8,1,1223,744,1479,489,1228,740
2025-07-08,51,17,11,1,1199,770,1469,500,1227,742
2025-07-07,62,28,16,1,1250,721,1494,477,1239,732
2025-07-04,67,15,15,1,1351,618,1547,422,1250,719
2025-07-03,71,13,19,1,1327,639,1511,455,1231,735
2025-07-02,55,20,18,1,1314,650,1502,462,1205,759
2025-07-01,73,22,26,0,1409,551,1532,428,1218,742
2025-06-30,111,16,27,0,1444,517,1541,420,1230,731
2025-06-27,82,12,22,0,1388,569,1501,456,1209,748
2025-06-26,60,11,20,0,1327,631,1482,476,1182,776
2025-06-25,151,6,8,0,1330,627,1482,475,1177,780
2025-06-24,94,13,3,1,1019,939,1320,637,1083,876
2025-06-23,68,21,4,2,807,1153,1170,790,1034,927
2025-06-20,75,13,6,2,807,1149,1205,751,1018,939
2025-06-19,14,82,4,1,578,1377,1094,861,975,981
2025-06-18,39,23,4,1,915,1039,1329,625,1093,862
2025-06-17,46,39,6,1,994,960,1382,572,1125,830
2025-06-16,72,16,9,1,1220,737,1485,472,1171,787
2025-06-13,36,22,16,1,1167,786,1494,459,1144,810
2025-06-12,37,47,19,0,1396,556,1565,387,1203,750
2025-06-11,107,19,23,0,1613,337,1673,277,1274,677
2025-06-10,100,11,28,1,1610,340,1655,295,1258,693
2025-06-09,153,9,23,0,1599,354,1638,315,1236,718
2025-06-06,110,18,21,0,1467,484,1547,404,1159,793
2025-06-05,115,4,16,0,1427,524,1483,468,1113,839
2025-06-04,96,20,13,0,1347,603,1463,487,1079,872
2025-06-03,67,22,16,0,1294,654,1451,497,1058,891
2025-06-02,123,47,26,0,1396,553,1481,468,1055,895
2025-05-30,91,58,28,0,1411,534,1490,455,1050,896
2025-05-29,100,43,33,0,1480,464,1511,433,1090,855
2025-05-28,100,30,24,0,1515,427,1523,419,1067,876
2025-05-27,78,25,27,0,1558,383,1552,390,1076,866
2025-05-26,115,36,19,0,1597,348,1583,363,1055,891
2025-05-23,83,29,23,1,1604,335,1578,362,1036,904
2025-05-22,70,34,27,1,1586,354,1546,395,997,944
2025-05-21,82,34,31,1,1644,295,1574,366,1004,936
2025-05-20,57,74,53,1,1617,322,1554,386,967,973
2025-05-19,177,29,80,0,1736,207,1658,286,1034,910
2025-05-16,190,23,157,0,1722,216,1613,326,981,958
2025-05-15,150,25,85,0,1677,262,1520,420,914,1026
2025-05-14,199,10,43,1,1665,273,1453,486,846,1093
2025-05-13,158,17,33,1,1557,381,1272,667,762,1177
2025-05-12,952,8,14,1,1429,512,1145,797,720,1222
2025-05-09,44,41,8,4,534,1405,639,1301,509,1431
2025-05-08,47,40,5,2,623,1316,673,1266,521,1417
2025-05-07,85,22,4,3,770,1169,789,1150,569,1370
2025-05-06,12,310,5,1,659,1279,692,1246,522,1416
2025-05-05,129,22,12,1,1050,890,921,1019,634,1306
2025-05-02,39,30,7,3,803,1136,812,1127,590,1349
2025-04-30,18,102,7,4,854,1083,819,1118,594,1343
2025-04-29,55,24,10,1,1214,723,1035,902,651,1286
2025-04-28,65,36,18,1,1258,682,1058,882,663,1277
2025-04-25,18,356,17,0,1271,665,1028,908,643,1293
2025-04-24,84,25,29,1,1718,219,1388,549,762,1175
2025-04-23,94,14,42,0,1737,201,1370,568,769,1169
2025-04-22,128,13,72,0,1740,198,1363,575,753,1185
2025-04-21,178,9,105,0,1730,209,1281,658,727,1212
2025-04-17,86,9,44,0,1603,333,1098,838,645,1291
2025-04-16,147,12,69,0,1601,335,1034,902,606,1330
2025-04-15,439,5,15,0,1473,463,889,1047,554,1382
2025-04-11,308,2,4,2,902,1032,568,1366,437,1497
2025-04-09,36,89,5,17,499,1433,388,1544,352,1580
2025-04-08,254,11,5,7,558,1375,431,1502,367,1566
2025-04-07,6,812,13,15,294,1639,289,1644,295,1638
2025-04-04,26,461,21,7,779,1152,548,1383,437,1494
2025-04-03,192,19,29,2,1384,548,865,1067,542,1390
2025-04-02,150,10,11,1,1230,700,738,1192,493,1437
2025-04-01,294,31,7,3,1043,889,638,1294,437,1495
2025-03-28,53,58,8,2,882,1045,618,1309,468,1459
2025-03-27,121,84,12,3,974,953,632,1295,482,1445
2025-03-26,25,181,19,3,941,985,583,1343,445,1481
2025-03-25,41,210,44,0,1162,763,677,1247,482,1443
2025-03-24,173,15,133,1,1459,464,810,1113,532,1392
2025-03-21,233,12,59,0,1379,544,692,1232,464,1460
2025-03-20,134,19,23,1,1135,787,561,1362,399,1524
2025-03-19,344,7,17,2,1039,881,470,1451,353,1568
